"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pantanal  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.3 Mosaico de Agricultura ou Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"error of omission";0.9607968092595458;0.9523198048924464;0.9525297347761267;0.9558963593025099;0.892552413950853;0.17062779532621797;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.056241185126032045;0.019627709367846413;0.054211069392882005;0.04026189056534385;0.0;0.08517092722605216;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2003 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2945138022068448;0.0013506962444876087;0.01671495124972511;0.012661597137987283;0.0;0.32524104683904476;0.32524104683904476;0.022455848089237795;0.9055247025834154;0.0424981394960015;0.09447529741658456;0.02245584808923784
"2.1. Área Úmida Natural não Florestal";0.009826612262786373;0.16231999744883596;0.0;0.001802287993799361;0.0;0.17394889770542168;0.17394889770542168;0.034830180508116565;0.9331476059349396;0.05873242420347731;0.06685239406506038;0.03483018050811659
"2.2. Formação Campestre (Campo)";0.03743705943105896;0.034503845956025514;0.2393202070864881;0.03777691127602702;0.0;0.3490380237495996;0.3490380237495996;-0.07930248957977229;0.6856565497235817;0.03470097313049036;0.3143434502764183;0.07930248957977232
"3.1. Pastagem";0.005919421027592476;0.000600034500252216;0.013700375833614078;0.09555790283730363;0.0;0.1157777341987624;0.1157777341987624;0.03202096504635489;0.8253564772070403;0.05728892007237532;0.1746435227929597;0.03202096504635489
"5.1. Rio, Lago e Oceano";0.0;0.010004504063936956;0.0;0.0;0.025989793443235164;0.03599429750717212;0.03599429750717212;-0.010004504063936956;0.7220530818265452;0.07397405949072078;0.27794691817345485;0.010004504063936954
"total";0.3476968949282826;0.20877907821353828;0.26973553416982726;0.1477986992451173;0.025989793443235164;0.9999999999999998;0.9999999999999998;0;0.8177017030227074;0.04544596457760357;0.1822982969772926;0.0893069936437093
"adj population";0.3476968949282822;0.2087790782135382;0.26973553416982704;0.1477986992451173;0.025989793443235158;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0265601855704005e-15;1.127819987295188e-15;1.0922646146789777e-15;1.446823818958684e-15;2.9984281271568826e-15;7.691896733660132e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8470417956064646;0.7774725266428077;0.8872401918532932;0.6465408919386041;1.0;0.8177017030227075;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039072959050387025;0.04694881748494416;0.047792860141489986;0.04300478693291318;0.10740597975153056;0.045426420833279;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.960927040949613;0.9530511825150558;0.95220713985851;0.9569952130670868;0.8925940202484695;0.1822982969772925;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06145448926439989;0.023257800513171445;0.06083065416667832;0.040439662722917546;0.0;0.0929913033335836;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2004 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2928138035420616;0.0013508390803656284;0.01616046444717891;0.012580205453282922;0.0;0.32290531252288907;0.32290531252288907;0.02178571054985472;0.9068101148732433;0.042649250617961626;0.09318988512675674;0.02178571054985473
"2.1. Área Úmida Natural não Florestal";0.008164166501810862;0.15374307921604122;0.0;0.0018733912326987586;0.0;0.16378063695055084;0.16378063695055084;0.03429224221083723;0.9387134039688697;0.059345892359081734;0.06128659603113029;0.03429224221083721
"2.2. Formação Campestre (Campo)";0.03893812464930858;0.032373300872800374;0.2483313445637964;0.03753920088665909;0.0;0.35718197097256443;0.35718197097256443;-0.07714083579824918;0.6952516217087309;0.03478912671830696;0.3047483782912691;0.07714083579824915
"3.1. Pastagem";0.004774928379562758;0.0006000979537896308;0.015549326163339967;0.09920962315982843;0.0;0.12013397565652079;0.12013397565652079;0.031068445075948418;0.8258248561046718;0.05636184749984175;0.17417514389532818;0.031068445075948414
"5.1. Rio, Lago e Oceano";0.0;0.01000556203839121;0.0;0.0;0.025992541859084516;0.03599810389747572;0.03599810389747572;-0.010005562038391208;0.7220530818265452;0.07417223739933068;0.27794691817345485;0.010005562038391206
"total";0.3446910230727438;0.19807287916138805;0.2800411351743153;0.1512024207324692;0.025992541859084516;1.0000000000000002;1.0000000000000002;0;0.8200903923408119;0.04535845922400021;0.17990960765918806;0.08714639783664035
"adj population";0.34469102307274346;0.1980728791613879;0.2800411351743149;0.15120242073246923;0.025992541859084513;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0281125002188626e-15;1.1522201322930828e-15;1.0735559731739256e-15;1.4338647360771424e-15;2.9951920531496724e-15;7.682945394912685e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8494964589787589;0.7761944990498808;0.8867673829747164;0.6561377964666684;1.0;0.8200903923408119;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039279034478407186;0.047155454829213926;0.04725559420312864;0.04296324577897889;0.10772599076550085;0.04540907661842915;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9607209655215928;0.9528445451707861;0.9527444057968714;0.9570367542210211;0.8922740092344992;0.17990960765918806;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06018301796165493;0.020075115469019245;0.06341958122103775;0.04184870499338472;0.0;0.09276320982254832;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2005 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.29006294343341193;0.0013528064755024014;0.014218586586443559;0.013944771298480456;0.0;0.3195791077938383;0.3195791077938383;0.025345834926426822;0.9076405070275513;0.04297397884320387;0.09235949297244872;0.02534583492642689
"2.1. Área Úmida Natural não Florestal";0.008647853255069896;0.14212879639750242;0.0;0.0008924345012826709;0.0;0.151669084153855;0.151669084153855;0.04506149247497202;0.9370980064290835;0.060397272977330316;0.06290199357091653;0.04506149247497199
"2.2. Formação Campestre (Campo)";0.04099754893188533;0.04140196032904284;0.24742135163905443;0.03921969966727536;0.0;0.369040560567258;0.369040560567258;-0.09178040597476751;0.6704448726685737;0.03323317709550054;0.32955512733142633;0.09178040597476755
"3.1. Pastagem";0.005216597099898024;0.0015024298778849013;0.01562021636699246;0.10132147172220664;0.0;0.12366071506698202;0.12366071506698202;0.031717662122263096;0.8193505242738155;0.05523369277361887;0.1806494757261845;0.03171766212226311
"5.1. Rio, Lago e Oceano";0.0;0.010344583548894415;0.0;0.0;0.025705948869172955;0.03605053241806737;0.03605053241806737;-0.010344583548894415;0.7130532379125127;0.0730250788562263;0.28694676208748726;0.010344583548894414
"total";0.3449249427202652;0.19673057662882698;0.2772601545924904;0.15537837718924513;0.025705948869172955;1.0;1.0;0;0.8066405120613482;0.04462120611649294;0.19335948793865176;0.10212498952366199
"adj population";0.34492494272026486;0.1967305766288269;0.27726015459249015;0.1553783771892451;0.025705948869172945;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0319388692200747e-15;1.1648280823645597e-15;1.0742726754473379e-15;1.4218598175862835e-15;3.0387256878307394e-15;7.731625132448995e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8409451086541267;0.7224540223132563;0.8923797651440671;0.6520950569512052;1.0;0.8066405120613481;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.03914044664244767;0.04430350851686968;0.04765326109320764;0.042210798537246706;0.10761912871658812;0.044753818827647944;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9608595533575524;0.9556964914831303;0.9523467389067923;0.9577892014627533;0.8923808712834119;0.19335948793865188;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.059032328720852734;0.019080575512705145;0.05967760590687199;0.04467848668955077;0.0;0.09123449841499032;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2006 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.28891238621366294;0.001353161088675397;0.014303634136738807;0.014562462833592728;0.0;0.3191316442726699;0.3191316442726699;0.021797873613459823;0.9053078608739055;0.042891242102049844;0.09469213912609453;0.02179787361345986
"2.1. Área Úmida Natural não Florestal";0.010817671296493764;0.19566737156630942;0.0;0.0032686531306423054;0.0;0.2097536959934455;0.2097536959934455;0.01750522228477379;0.9328434983687905;0.054657557872369936;0.06715650163120945;0.017505222284773775
"2.2. Formação Campestre (Campo)";0.037208512837991745;0.01834630318720867;0.21094178997978458;0.04455204311885739;0.0;0.3110486491238424;0.3110486491238424;-0.06901336009344343;0.6781633373877768;0.036292922291681635;0.3218366626122232;0.06901336009344347
"3.1. Pastagem";0.003990947537981272;0.0015028237120628476;0.01678986491387555;0.10168042851438636;0.0;0.12396406467830602;0.12396406467830602;0.040099522919172764;0.8202411624550469;0.055210037097227556;0.17975883754495314;0.04009952291917275
"5.1. Rio, Lago e Oceano";0.0;0.010389258723962954;0.0;0.0;0.025712687207773803;0.036101945931736754;0.036101945931736754;-0.010389258723962952;0.7122244118472879;0.07286098097677386;0.2877755881527121;0.01038925872396295
"total";0.34092951788612974;0.22725891827821929;0.24203528903039892;0.16406358759747877;0.025712687207773803;0.9999999999999999;0.9999999999999999;0;0.822914663481917;0.045915925651582916;0.177085336518083;0.0794026188174064
"adj population";0.3409295178861294;0.22725891827821929;0.2420352890303987;0.16406358759747877;0.025712687207773796;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0338783140199828e-15;1.1023253254120715e-15;1.1298615227515708e-15;1.3973772890938932e-15;3.036816078957856e-15;7.700258530235374e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8474255558891193;0.8609887482029012;0.8715332000751794;0.6197623129140258;1.0;0.822914663481917;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.03965437666744325;0.04927812831016633;0.04937449819873647;0.039722776311167364;0.10761375799082484;0.045952712685525615;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9603456233325568;0.9507218716898337;0.9506255018012635;0.9602772236888326;0.8923862420091752;0.177085336518083;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.060438516118013874;0.028172648854272175;0.062186998101228685;0.04456727232783933;0.0;0.09768271770067703;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2007 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2899855581656044;0.0013525724023307562;0.01517149968616724;0.012403533783148976;0.0;0.3189131640372514;0.3189131640372514;0.022718393127263963;0.9092931583461761;0.04305977421298486;0.09070684165382392;0.022718393127263925
"2.1. Área Úmida Natural não Florestal";0.010676726172228994;0.18241129892950478;0.0;0.0024597889463804693;0.0;0.19554781404811425;0.19554781404811425;0.018241694137966356;0.9328219792046499;0.056441666667904025;0.06717802079535007;0.018241694137966336
"2.2. Formação Campestre (Campo)";0.0356053180930518;0.018138728012551838;0.22256802590653266;0.043364121259368914;0.0;0.3196761932715052;0.3196761932715052;-0.06484835184727669;0.6962295929165505;0.03675560529726476;0.3037704070834495;0.06484835184727666
"3.1. Pastagem";0.005363954733630155;0.0015021699157003173;0.017088315831528617;0.10582214821170864;0.0;0.12977658869256772;0.12977658869256772;0.034273003508039294;0.815417859860644;0.0545325453734858;0.18458214013935603;0.034273003508039274
"5.1. Rio, Lago e Oceano";0.0;0.01038473892599291;0.0;0.0;0.02570150102456922;0.03608623995056213;0.03608623995056213;-0.010384738925992908;0.7122244118472879;0.07285307830662653;0.2877755881527121;0.010384738925992908
"total";0.3416315571645153;0.21378950818608058;0.25482784142422854;0.164049592200607;0.02570150102456922;1.0;1.0;0;0.8264885322379197;0.04622530673415683;0.17351146776208026;0.07523309077326955
"adj population";0.34163155716451504;0.21378950818608045;0.25482784142422826;0.16404959220060697;0.025701501024569213;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0335799951753911e-15;1.1220823096189974e-15;1.1079133727449096e-15;1.397111638469582e-15;3.036364584098631e-15;7.697051900107511e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8488254439151813;0.8532284885128018;0.8734054515495783;0.6450619400644695;1.0;0.8264885322379197;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039641534388016174;0.05066885859614694;0.04864818418630396;0.04124642422258879;0.10760945165237988;0.04630436475173899;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9603584656119838;0.9493311414038531;0.951351815813696;0.9587535757774112;0.8923905483476201;0.17351146776208026;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.057855211743294;0.02627303023721894;0.06451963103539177;0.047908880961718164;0.0;0.09827837698881144;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2008 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.28814922381449054;0.002258514001939817;0.014092617671992609;0.009928201664144272;0.0009951914145497377;0.31542374856711697;0.31542374856711697;0.02558038345086778;0.9135305287679603;0.043422038887383496;0.08646947123203974;0.025580383450867827
"2.1. Área Úmida Natural não Florestal";0.0076607668775678815;0.1849500471108924;0.0;0.005271241639288456;0.0;0.19788205562774877;0.19788205562774877;0.01837647684996016;0.9346478968199939;0.05546282918194358;0.06535210318000606;0.01837647684996016
"2.2. Formação Campestre (Campo)";0.03993472351737702;0.01714694274699805;0.21789134370221727;0.04322368857824381;0.0;0.3181966985448362;0.3181966985448362;-0.07096849020926915;0.6847693414126195;0.036686801391938535;0.31523065858738053;0.07096849020926918
"3.1. Pastagem";0.005259417808549317;0.0015042070006276115;0.015244246961357115;0.11035444917406985;0.0;0.1323623209446039;0.1323623209446039;0.0364152601111425;0.8337300856204785;0.05531351564676168;0.16626991437952154;0.03641526011114249
"5.1. Rio, Lago e Oceano";0.0;0.010398821617251018;0.0;0.0;0.025736354698443778;0.036135176315694795;0.036135176315694795;-0.00940363020270128;0.7122244118472879;0.07257098203551324;0.2877755881527121;0.009403630202701279
"total";0.3410041320179848;0.21625853247770893;0.247228208335567;0.1687775810557464;0.026731546112993516;1.0;1.0;0;0.827081418500114;0.046288850550691686;0.17291858149988604;0.08037212041197046
"adj population";0.34100413201798446;0.21625853247770876;0.24722820833556683;0.16877758105574636;0.02673154611299351;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0362075593051697e-15;1.1179479786651554e-15;1.1242897526387926e-15;1.3823266446935793e-15;3.0079520302800294e-15;7.668723965582726e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8450021473619368;0.8552265891749558;0.8813369039445114;0.6538454247523569;0.9627708995827218;0.8270814185001137;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.03956627900714914;0.04999000642734799;0.05018863456941204;0.041593529610768884;0.10137691494435042;0.046441093253852116;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9604337209928508;0.950009993572652;0.949811365430588;0.9584064703892311;0.8986230850556496;0.17291858149988626;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.054549049505252856;0.025864017033712716;0.05867372926669945;0.0440157435410681;0.0019903828290994754;0.0925464610879163;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2009 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.28684155577907167;0.0013570806126899939;0.013184224677929061;0.010942167069835872;0.0;0.3123250281395266;0.3123250281395266;0.028286061153017232;0.9184072038278324;0.044128674852126716;0.08159279617216764;0.028286061153017183
"2.1. Área Úmida Natural não Florestal";0.004507411868583417;0.13883477454154802;0.0;0.0009761548547656481;0.0;0.1443183412648971;0.1443183412648971;0.05205581763985304;0.9620036741325625;0.06262292014739937;0.03799632586743751;0.05205581763985301
"2.2. Formação Campestre (Campo)";0.04468081249761465;0.043691213406237855;0.23406555591494;0.047235427812589874;0.0009971562127783573;0.37067016584416074;0.37067016584416074;-0.10666258612816969;0.6314658623304119;0.032222758791084834;0.3685341376695881;0.10666258612816965
"3.1. Pastagem";0.004581309147274069;0.0015071767441433828;0.016757799123122023;0.11306910036479106;0.0;0.13591538537933054;0.13591538537933054;0.03630746472265191;0.8319080290227846;0.05475503564663151;0.1680919709772154;0.03630746472265192
"5.1. Rio, Lago e Oceano";0.0;0.010983913600130854;0.0;0.0;0.02578716577195521;0.03677107937208606;0.03677107937208606;-0.009986757387352496;0.7012893342350713;0.0710225913345451;0.29871066576492866;0.009986757387352496
"total";0.3406110892925438;0.1963741589047501;0.2640075797159911;0.17222285010198246;0.026784321984733565;1.0000000000000002;1.0000000000000002;0;0.7985981523723057;0.044817770035379775;0.2014018476276943;0.11664934351552213
"adj population";0.3406110892925436;0.19637415890474996;0.26400757971599065;0.17222285010198243;0.02678432198473356;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0406122901303101e-15;1.1572987951403959e-15;1.1026605056093747e-15;1.3731074787646969e-15;3.018865029555225e-15;7.692544099200003e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8421380418789284;0.7069910588841212;0.8865864993980035;0.6565278666439253;0.9627708995827218;0.7985981523723058;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039645073299548514;0.04348300934612472;0.04926976943526476;0.0416398679646741;0.1010950787829166;0.04492918345034381;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9603549267004515;0.9565169906538753;0.9507302305647353;0.9583601320353259;0.8989049212170834;0.2014018476276942;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0509669447209099;0.01096713344669814;0.0598840476021022;0.04569257002907895;0.001994312425556713;0.08475250411217294;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2010 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2885584351988218;0.001360951980504415;0.013221835548351166;0.012077437372974826;0.0;0.3152186601006522;0.3152186601006522;0.026839678320887343;0.9154230752287392;0.04356018291151332;0.08457692477126078;0.02683967832088735
"2.1. Área Úmida Natural não Florestal";0.010795579342414664;0.16081379853350106;0.0;0.0016214362595081144;0.0;0.17323081413542382;0.17323081413542382;0.032336330603368206;0.9283209764735288;0.0577678955064048;0.07167902352647115;0.03233633060336821
"2.2. Formação Campestre (Campo)";0.038390252893721374;0.031178511413235258;0.22386900677824673;0.04784746043478585;0.0010000008179049816;0.34228523233789415;0.34228523233789415;-0.08828886004739617;0.6540422595773854;0.03391058507427524;0.3459577404226146;0.08828886004739617
"3.1. Pastagem";0.004314070986581723;0.0009068857763045946;0.016905529963900122;0.11026282982007439;0.0;0.13238931654686084;0.13238931654686084;0.03941984734048236;0.8328680341894922;0.054723224804261984;0.16713196581050782;0.039419847340482345
"5.1. Rio, Lago e Oceano";0.0;0.0113069970352467;0.0;0.0;0.025568979843922927;0.03687597687916963;0.03687597687916963;-0.01030699621734172;0.6933776948527766;0.07055140101665162;0.30662230514722344;0.010306996217341723
"total";0.34205833842153954;0.20556714473879203;0.253996372290498;0.17180916388734319;0.026568980661827907;0.9999999999999999;0.9999999999999999;0;0.8090730501745668;0.04519167671519292;0.19092694982543323;0.0985958562647379
"adj population";0.3420583384215393;0.2055671447387919;0.25399637229049765;0.17180916388734316;0.026568980661827904;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0456016837422236e-15;1.1429240329818592e-15;1.1253080089355218e-15;1.3825761915037647e-15;3.0684912877035893e-15;7.764901204866959e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8435942141635894;0.7822932927236123;0.8813866306807155;0.6417750213392268;0.9623620932005984;0.8090730501745668;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.03945106310186777;0.04685326439939905;0.04924317064562288;0.04066466243576198;0.10192361378860108;0.045328211758516784;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9605489368981323;0.9531467356006009;0.9507568293543771;0.959335337564238;0.898076386211399;0.19092694982543323;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.0533204498036608;0.02483403120384553;0.06025473102450252;0.0442529734535729;0.0020000016358099615;0.09233109356069585;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2011 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.29081460008213245;0.0013604660045171367;0.0137445674989402;0.012847692015907856;0.0;0.3187673256014976;0.3187673256014976;0.023434991833034744;0.9123099412192895;0.0432795956878663;0.08769005878071046;0.023434991833034713
"2.1. Área Úmida Natural não Florestal";0.011205037634218453;0.1901281535760583;0.0;0.004815474026590712;0.0;0.20614866523686748;0.20614866523686748;0.023269368455870708;0.9222866097997703;0.054200153344917595;0.07771339020022971;0.023269368455870687
"2.2. Formação Campestre (Campo)";0.03678280083450627;0.025685251769221977;0.19709982535981177;0.048810284996856704;0.0;0.3083781629603967;0.3083781629603967;-0.08307537415741739;0.6391497486971025;0.03539911932510602;0.3608502513028975;0.08307537415741739
"3.1. Pastagem";0.003399878883675229;0.0009065619406977534;0.014458395944227334;0.11004391576179895;0.0;0.12880875253039925;0.12880875253039925;0.04770861427075497;0.8543201731251008;0.05635838391980718;0.14567982687489922;0.04770861427075496
"5.1. Rio, Lago e Oceano";0.0;0.011337600402243006;0.0;0.0;0.026559493268596503;0.03789709367083951;0.03789709367083951;-0.011337600402243006;0.7008319292049855;0.06922466575454005;0.2991680707950145;0.011337600402243006
"total";0.34220231743453233;0.22941803369273817;0.22530278880297933;0.1765173668011542;0.026559493268596503;0.9999999999999999;0.9999999999999999;0;0.8146459880483979;0.04576859239588766;0.18535401195160206;0.09441297455966038
"adj population";0.3422023174345321;0.22941803369273792;0.22530278880297913;0.17651736680115418;0.026559493268596496;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0461573940665814e-15;1.110346559850885e-15;1.162774470883865e-15;1.37253774075431e-15;3.0667404909925615e-15;7.758556656548203e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8498323514064714;0.8287410998853681;0.874821951414768;0.6234169348660338;1.0;0.8146459880483978;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.039638382322804554;0.047793726063855346;0.051845830633930085;0.039364203420858515;0.10407416273993383;0.0459227217350712;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9603616176771954;0.9522062739361447;0.9481541693660699;0.9606357965791414;0.8959258372600661;0.18535401195160217;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05590545103873035;0.032041023321618345;0.05640592688633511;0.0375296735372006;0.0;0.0909410373919422;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2012 "
" ";"1.1. Floresta Natural";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1. Floresta Natural";0.2952125125084229;0.0013626165998155157;0.014820241182624566;0.01281844462989406;0.0;0.324213814920757;0.324213814920757;0.018687344101416155;0.9105488382121455;0.042866166173649474;0.0894511617878545;0.018687344101416203
"2.1. Área Úmida Natural não Florestal";0.005192959797931826;0.13436438346973956;0.0;0.005315472719901257;0.0;0.14487281598757265;0.14487281598757265;0.04726622812399097;0.9274644283939749;0.060867490199314235;0.07253557160602508;0.04726622812399095
"2.2. Formação Campestre (Campo)";0.03894838819659818;0.044148526391489404;0.2318171608116558;0.046478720548545634;0.0;0.361392795948289;0.361392795948289;-0.09955896447384237;0.6414548474973638;0.03311706814011859;0.3585451525026362;0.09955896447384233
"3.1. Pastagem";0.003547298519220294;0.000907995014248199;0.015196429480166298;0.11191184955112761;0.0;0.1315635725647624;0.1315635725647624;0.044960914884706174;0.8506294513706582;0.055742190661548084;0.14937054862934185;0.04496091488470619
"5.1. Rio, Lago e Oceano";0.0;0.011355522636270909;0.0;0.0;0.02660147794234882;0.037957000578619726;0.037957000578619726;-0.011355522636270909;0.7008319292049855;0.06918217882698158;0.2991680707950145;0.011355522636270907
"total";0.3429011590221732;0.1921390441115636;0.26183383147444667;0.17652448744946858;0.02660147794234882;0.9999999999999999;0.9999999999999999;0;0.7999073842832944;0.044643707570009405;0.20009261571670556;0.11091448711011329
"adj population";0.34290115902217283;0.19213904411156355;0.26183383147444617;0.17652448744946853;0.026601477942348815;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
