"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pampa  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"alloc dis";0.01209172620781837;0.0023513994112634336;0.008830064933560222;0.06453561764104587;0.054210417315134096;0.0;0.001958846054052117;0.07198903578143706;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2005 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06196421607366983;0.010560999284306113;0.0;0.010583072048942491;0.002403029619000034;0.0;0.0;0.08551131702591847;0.08551131702591847;-0.015810578017219645;0.7246317590324154;0.05078586476603745;0.2753682409675846;0.015810578017219634
"1.2. Floresta Plantada";0.0009589414288374297;0.007111881239509847;0.0;0.00021624226307989224;0.0;0.0;0.0;0.008287064931427168;0.008287064931427168;0.010418468990845697;0.858190601661554;0.19320427064418844;0.14180939833844597;0.010418468990845697
"2.1. Área Úmida Natural não Florestal";0.00021624226307989224;0.0;0.0047873010096112735;0.004828619910117111;0.00029242074373639517;0.0;0.0;0.010124583926544672;0.010124583926544672;-0.0012910488340695222;0.47283928350476784;0.09116209910188716;0.5271607164952321;0.0012910488340695213
"2.2. Formação Campestre (Campo)";0.005684481185709447;0.0;0.0018088305800817504;0.4819851328776646;0.022386107758448737;0.001062238482566751;0.0;0.5129267908844712;0.5129267908844712;0.07436123592520177;0.9396762685110442;0.024958297504887098;0.060323731488955756;0.07436123592520183
"3.2.1. Lavoura Temporária";0.0008768580574022214;0.0010326533984569052;0.002237403502782127;0.0892797947785603;0.25904781833489715;0.0;0.0009789931589979217;0.3534535212310966;0.3534535212310966;-0.06932414477501427;0.7329049019871712;0.02871513176531742;0.2670950980128288;0.06932414477501425
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.007621987475010624;0.0;0.007621987475010624;0.007621987475010624;0.001062238482566751;1.0;0.17076539504485258;0.0;0.0010622384825667514
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.000395164931308695;0.0;0.0;0.021679569594220478;0.022074734525529174;0.022074734525529174;0.0005838282276892266;0.9820987685785444;0.11931054502258927;0.01790123142145561;0.0005838282276892232
"total";0.06970073900869883;0.018705533922272866;0.00883353509247515;0.5872880268096731;0.2841293764560823;0.008684225957577375;0.022658562753218398;1.0000000000000002;1.0000000000000002;0;0.844197906604584;0.033753405031433474;0.15580209339541595;0.08642577162630347
"adj population";0.06970073900869883;0.018705533922272862;0.008833535092475149;0.5872880268096745;0.28412937645608305;0.008684225957577375;0.0226585627532184;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1383150110033134e-15;2.038040292341176e-15;2.6433998771232033e-15;5.631910760896538e-16;6.076593991954538e-16;3.0701631514332893e-15;1.921137705455509e-15;1.1981906512641599e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8890037172480558;0.3802019909756042;0.5419462264534768;0.8206963378701154;0.9117248683187044;0.8776818466313742;0.9567936779724097;0.8441979066045843;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06381952619392227;0.07233074169506581;0.10953359724666914;0.020319688483062825;0.037728897377507335;0.14119466461295313;0.11503874554272493;0.03325499900367158;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9361804738060777;0.9276692583049342;0.8904664027533309;0.9796803115169371;0.9622711026224927;0.8588053353870468;0.884961254457275;0.15580209339541573;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.015473045870058003;0.002350367383834642;0.008092468165727755;0.0618833160136133;0.050163116242370354;0.0;0.0007903298626173935;0.06937632176911072;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2006 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06176756546445335;0.011784228216377687;0.0;0.01052263927596518;0.0013606582541090776;0.0;0.0;0.0854350912109053;0.0854350912109053;-0.01629956587997082;0.7229765262610157;0.05080220088883641;0.2770234737389843;0.016299565879970834
"1.2. Floresta Plantada";0.0009587419837099912;0.007660833062593545;0.0;0.0002161972880017273;0.0;0.0;0.0;0.008835772334305264;0.008835772334305264;0.01445243415690644;0.867024723220859;0.1848741029312141;0.132975276779141;0.014452434156906438
"2.1. Área Úmida Natural não Florestal";0.0002161972880017273;0.0;0.0047863053243366194;0.005928509115077275;0.0002923599247012108;0.0;0.0;0.011223371652116832;0.011223371652116832;-0.0023916737996224277;0.426458774840079;0.08068326958774337;0.573541225159921;0.002391673799622426
"2.2. Formação Campestre (Campo)";0.005316344910410778;0.002221053091346017;0.0021628183355242893;0.48423078681268406;0.022942507241464315;0.0010620175532345157;0.0;0.517935527944664;0.517935527944664;0.06247102357588763;0.9349248326992913;0.024726732973400906;0.06507516730070873;0.06247102357588752
"3.2.1. Lavoura Temporária";0.0008766756843586288;0.0016220921208944515;0.0018825741926334974;0.07911333628576694;0.26240622349365583;0.0;0.001143994662452465;0.34704489643976183;0.34704489643976183;-0.060043147525831383;0.7561160708185293;0.02967453123298796;0.24388392918147073;0.0600431475258314
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.007620402218374948;0.0;0.007620402218374948;0.007620402218374948;0.0010620175532345157;1.0;0.1705648538860379;0.0;0.0010620175532345157
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0003950827430564055;0.0;0.0;0.02150985545681355;0.021904938199869956;0.021904938199869956;0.0007489119193960595;0.9819637590642118;0.11904468112072109;0.01803624093578815;0.0007489119193960607
"total";0.06913552533093446;0.023288206491211702;0.008831697852494406;0.5804065515205515;0.28700174891393043;0.008682419771609464;0.022653850119266017;1.0000000000000002;1.0000000000000002;0;0.8499819718329122;0.033892021760831274;0.15001802816708776;0.07873438720542458
"adj population";0.06913552533093448;0.0232882064912117;0.008831697852494406;0.5804065515205528;0.28700174891393143;0.008682419771609464;0.022653850119266013;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.141954498510831e-15;1.8404851207499438e-15;2.6423976897493617e-15;5.622204784353009e-16;6.0714597048935e-16;3.068999166077677e-15;1.920409348021403e-15;1.1783612272033867e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8934272961518329;0.32895762348571245;0.5419462264534768;0.8342958664820276;0.9143018273813709;0.8776818466313742;0.9495010933492691;0.849981971832912;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0644293226585924;0.05841042383035159;0.10993645093390494;0.020807755824690792;0.03765102115877948;0.14103030689988194;0.11384135336149448;0.033471850603247255;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9355706773414076;0.9415895761696484;0.8900635490660951;0.9791922441753093;0.9623489788412205;0.8589696931001181;0.8861586466385055;0.15001802816708798;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.014735919732962233;0.0023498785434234396;0.008090785056315573;0.06740948226395993;0.0491910508405492;0.0;0.0007901654861128121;0.07128364096166159;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2007 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06404315039233324;0.014921425361559028;0.0;0.012213024351845082;0.002933178559589302;0.0;0.0;0.09411077866532665;0.09411077866532665;-0.025127542250120673;0.6805081341434989;0.047476636625458674;0.31949186585650113;0.025127542250120663
"1.2. Floresta Plantada";0.0009566301059674896;0.00852368207662017;0.0;0.0002157210574326296;0.0;0.0;0.0;0.00969603324002029;0.00969603324002029;0.01656933285903903;0.8790896097012901;0.17936044338450177;0.12091039029870987;0.016569332859039027
"2.1. Área Úmida Natural não Florestal";0.0002157210574326296;0.0;0.004775762246162272;0.006464414622790264;0.0002917159261820402;0.0;0.0;0.011747613852567207;0.011747613852567207;-0.0029353701039298227;0.406530407459607;0.07749545424707642;0.593469592540393;0.0029353701039298227
"2.2. Formação Campestre (Campo)";0.0032187702736561573;0.001379215508303159;0.0018305710066552476;0.48182149690572706;0.025506273343219033;0.0010596781842792283;0.0;0.5148160052218399;0.5148160052218399;0.06186608684969227;0.9359100960703522;0.0247458989103789;0.06408990392964775;0.06186608684969219
"3.2.1. Lavoura Temporária";0.0005489645858164644;0.0014410431525769584;0.0022059104958198645;0.07557322266283487;0.2585894047333394;0.0;0.0007854332607451504;0.33914397889113274;0.33914397889113274;-0.05182340632880299;0.7624767674744665;0.029969300229187975;0.23752323252553353;0.051823406328802946
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.007603616307141959;0.0;0.007603616307141959;0.007603616307141959;0.0010596781842792283;1.0;0.16976871956736206;0.0;0.0010596781842792278
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0003942124709021826;0.0;0.0;0.022487761351066955;0.02288197382196914;0.02288197382196914;0.0003912207898429678;0.9827719202036804;0.11589463691225291;0.017228079796319573;0.0003912207898429665
"total";0.06898323641520598;0.026265366099059315;0.008812243748637384;0.5766820920715321;0.2873205725623298;0.008663294491421187;0.023273194611812105;0.9999999999999999;0.9999999999999999;0;0.8478448740123914;0.03396378153350982;0.1521551259876086;0.07988631868285342
"adj population";0.06898323641520601;0.026265366099059325;0.008812243748637384;0.5766820920715333;0.2873205725623306;0.008663294491421187;0.0232731946118121;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1390072008659557e-15;1.7492338697045522e-15;2.635686061942838e-15;5.597788627143839e-16;6.045783718582059e-16;3.0612106367018662e-15;1.894584566112981e-15;1.1644079569900782e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.928387152015619;0.32452173118293;0.5419462264534768;0.8355062581793534;0.9000030955919194;0.8776818466313742;0.9662515922783327;0.8478448740123914;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06705365826769936;0.05481776357255444;0.11077225581959185;0.020869542718703848;0.036842584392479505;0.14037686829392484;0.11303180546874793;0.03350900046235251;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9329463417323006;0.9451822364274456;0.8892277441804082;0.9791304572812961;0.9631574156075204;0.8596231317060752;0.8869681945312521;0.1521551259876086;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.009880172045745483;0.0023447023268002402;0.008072963004950223;0.06598901663222567;0.057462335657980756;0.0;0.0007884249418043665;0.07226880730475338;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2008 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06414741489892055;0.015458674718639851;0.0;0.011398480322228233;0.0023108064258441237;0.0;0.0;0.09331537636563275;0.09331537636563275;-0.02461398285211203;0.6874259891271842;0.047901672345047275;0.3125740108728158;0.024613982852112012
"1.2. Floresta Plantada";0.0009583398914215444;0.010465622116239064;0.0;0.0005830972980672162;0.0;0.0;0.0;0.012007059305727825;0.012007059305727825;0.018971141965333817;0.8716224222567607;0.15773200789527717;0.12837757774323932;0.018971141965333813
"2.1. Área Úmida Natural não Florestal";0.00021610661578358556;0.0;0.004417667468024261;0.005925482450766816;0.00029223731019890404;0.0;0.0;0.010851493844773566;0.010851493844773566;-0.0029431931324340006;0.40710224151783053;0.07994799295093973;0.5928977584821695;0.0029431931324339997
"2.2. Formação Campestre (Campo)";0.0028295863569071365;0.0034347815220192473;0.0019754790955737035;0.47123090494077835;0.024350292939045122;0.0010615721476138103;0.0;0.5048826170019374;0.5048826170019374;0.061583927355135654;0.9333474535903268;0.02509021376319165;0.06665254640967322;0.061583927355135626
"3.2.1. Lavoura Temporária";0.0005499457504879139;0.0016191229141634747;0.0015151541487416014;0.07693366229818908;0.2666434965445767;0.0;0.0011112446230361925;0.34837262627919496;0.34837262627919496;-0.05442063533894516;0.7653973832343585;0.02953552723466855;0.23460261676564154;0.054420635338945145
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.00035515772058496533;0.007617206254268929;0.0;0.007972363974853895;0.007972363974853895;0.0007064144270288449;0.9554513916191999;0.16229751557843677;0.0445486083808001;0.0007064144270288453
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.000394917047043317;0.0;0.0;0.022203546180834303;0.02259846322787762;0.02259846322787762;0.0007163275759928755;0.9825246060733835;0.11754001312632001;0.017475393926616456;0.0007163275759928776
"total";0.06870139351352074;0.03097820127106164;0.007908300712339566;0.566466544357073;0.2939519909402498;0.00867877840188274;0.023314790803870496;1.0000000000000002;1.0000000000000002;0;0.8467258584036426;0.03413851581806617;0.15327414159635744;0.08197781132349116
"adj population";0.06870139351352074;0.030978201271061642;0.007908300712339566;0.566466544357074;0.29395199094025104;0.008678778401882739;0.023314790803870493;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.145838764861952e-15;1.6247465561146489e-15;2.7633977457280574e-15;5.60278708057524e-16;6.032262545044958e-16;3.06832487256416e-15;1.8990135559046422e-15;1.166482645773548e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9337134462388463;0.3378382761692349;0.5586114677115449;0.8318777333542533;0.9070987942339743;0.8776818466313742;0.9523373538976077;0.8467258584036425;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06754344328876144;0.05167211840223824;0.1150763431637105;0.021195064763804273;0.036512046256108446;0.14077561539265473;0.1126664593309308;0.033738735371978135;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9324565567112386;0.9483278815977617;0.8849236568362895;0.9788049352361957;0.9634879537438915;0.8592243846073453;0.8873335406690692;0.15327414159635755;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.00910795722920038;0.0030828743789775223;0.00698126648863061;0.06730342412231805;0.054616988791346244;0.0007103154411699317;0.0007898340940866305;0.07129633027286467;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2009 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06432659081064178;0.014990602843647935;0.0;0.01020587090164717;0.001181604037293363;0.0;0.0;0.09070466859323024;0.09070466859323024;-0.021826719796619452;0.709187209526311;0.049689528111749835;0.290812790473689;0.02182671979661946
"1.2. Floresta Plantada";0.0009577884059688483;0.014431269930624708;0.0;0.00021598225525565297;0.0;0.0;0.0;0.015605040591849209;0.015605040591849209;0.018600334413179927;0.9247825948086557;0.13853563735524177;0.07521740519134434;0.018600334413179917
"2.1. Área Úmida Natural não Florestal";0.00021598225525565297;0.0;0.004415125280888703;0.0053719033365032375;0.00029206913956680115;0.0;0.0;0.010295080012214394;0.010295080012214394;-0.0023913302038259653;0.4288577918433333;0.08713238591147515;0.5711422081566667;0.0023913302038259636
"2.2. Formação Campestre (Campo)";0.002827958045566922;0.0027229075052548892;0.0019743422880661938;0.47211850031497865;0.02253011103030274;0.0010609612562154276;0.00036510879721042306;0.5035998892375952;0.5035998892375952;0.05671682853771058;0.9374872997484641;0.025331869677647573;0.06251270025153588;0.05671682853771054
"3.2.1. Lavoura Temporária";0.000549629279177598;0.002060594725501598;0.0015142822394335336;0.07116076787453807;0.27269585273017843;0.0;0.0011106051471576686;0.34909173199598686;0.34909173199598686;-0.05203714171681817;0.7811581533913657;0.029822213347725404;0.21884184660863426;0.05203714171681806
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.00035495334182741953;0.007612822863285189;0.0;0.007967776205112609;0.007967776205112609;0.000706007914388008;0.9554513916191999;0.16174728428136584;0.0445486083808001;0.0007060079143880078
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.001243693092383019;0.0;0.0;0.021492120271626492;0.02273581336400951;0.02273581336400951;0.00023202085198507287;0.945298060268573;0.11414606345145882;0.05470193973142701;0.00023202085198507222
"total";0.06887794879661079;0.034205375005029126;0.00790374980838843;0.5603167177753058;0.2970545902791688;0.008673784119500616;0.022967834215994583;1.0;1.0;0;0.8570922822022244;0.03461774594005352;0.14290771779777556;0.07625519171726351
"adj population";0.06887794879661083;0.03420537500502913;0.007903749808388429;0.5603167177753067;0.2970545902791698;0.008673784119500616;0.022967834215994586;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1409787710792308e-15;1.5527594121521276e-15;2.7616420265460065e-15;5.589988483516581e-16;6.011929848186665e-16;3.0663769016373637e-15;1.8978014372820444e-15;1.1579750381867097e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9339214064081858;0.4219006494886526;0.5586114677115449;0.8425922078311152;0.9179991208817944;0.8776818466313742;0.9357486678765551;0.8570922822022242;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06766488730924251;0.05473739055121155;0.11628540485794303;0.021609256227191533;0.03639879700926706;0.14028123085793096;0.11270809005530147;0.03417790945507879;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9323351126907575;0.9452626094487885;0.883714595142057;0.9783907437728084;0.9636012029907329;0.859718769142069;0.8872919099446985;0.14290771779777578;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.009102715971938014;0.002347541322449003;0.006977249054999456;0.06296277784523319;0.048717475097980745;0.0007099066836548391;0.002487386184766037;0.06665252608051064;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2010 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06380013831957006;0.014348115638475946;0.0;0.012025669743889253;0.0009400532273399343;0.0;0.0;0.0911139769292752;0.0911139769292752;-0.02142749969940179;0.7002233956826759;0.04877435438971369;0.2997766043173241;0.021427499699401803
"1.2. Floresta Plantada";0.0009608102797220601;0.018963644893281572;0.0;0.0005846003939480219;0.0;0.0;0.0;0.020509055566951654;0.020509055566951654;0.016335157804967405;0.924647399358537;0.12065813206456616;0.07535260064146299;0.016335157804967398
"2.1. Área Úmida Natural não Florestal";0.0002166636908464882;0.0;0.0044290552377772106;0.00594021536844606;0.00029299063335549167;0.0;0.0;0.01087892493042525;0.01087892493042525;-0.0029502383677922736;0.4071225112869752;0.08217567406270006;0.5928774887130248;0.002950238367792275
"2.2. Formação Campestre (Campo)";0.0030742544267278586;0.0028672889720454038;0.00198057144379932;0.4536655341068272;0.021739945343257797;0.001064308645840685;0.0003662607350335175;0.4847581636735318;0.4847581636735318;0.06369391830207861;0.9358595029507448;0.026504653400546214;0.06414049704925517;0.06369391830207854
"3.2.1. Lavoura Temporária";0.0016346105130069428;0.0006651638681161317;0.0015190598810564452;0.07584012730664622;0.28167324936927873;0.0;0.00029806003358845483;0.3616302709716929;0.3616302709716929;-0.056984032398461046;0.7788984274254165;0.029232147976142396;0.22110157257458352;0.05698403239846095
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.007636841727425793;0.0;0.007636841727425793;0.007636841727425793;0.001064308645840685;1.0;0.16952689614889943;0.0;0.0010643086458406847
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0003959350558535762;0.0;0.0;0.023076831144842692;0.023472766200696268;0.023472766200696268;0.0002683857127683962;0.9831321518534177;0.11587126894805544;0.016867848146582265;0.00026838571276839585
"total";0.0696864772298734;0.03684421337191905;0.007928686562632976;0.5484520819756104;0.304646238573232;0.008701150373266478;0.023741151913464664;1.0000000000000002;1.0000000000000002;0;0.8532452947990036;0.035246638709732464;0.14675470520099643;0.08136177046565501
"adj population";0.06968647722987342;0.03684421337191905;0.007928686562632976;0.548452081975611;0.30464623857323275;0.008701150373266478;0.023741151913464667;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.141453491510934e-15;1.5165215540607605e-15;2.7725191045584703e-15;5.607189722376864e-16;6.009980675920204e-16;3.078448252151869e-15;1.884945420976907e-15;1.1555604863088647e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9155311167346543;0.514698053174743;0.5586114677115449;0.827174422371874;0.9245912593191895;0.8776818466313742;0.9720181745585308;0.8532452947990035;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06663420657664994;0.06066900794213315;0.11658340223337348;0.022072781601345168;0.035975473225772624;0.14017229925335403;0.1138559902778708;0.03479154648651996;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.93336579342335;0.9393309920578669;0.8834165977666265;0.9779272183986548;0.9640245267742273;0.8598277007466459;0.8861440097221291;0.14675470520099654;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.011772677820606675;0.003090821347340164;0.00699926264971153;0.06218525913340922;0.045945978407906485;0.0;0.0007918701117071505;0.06539293473534061;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2011 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.06418431571336654;0.016426830537496984;0.000331373251403207;0.013906283402965413;0.0015891195337246992;0.0;0.0;0.09643792243895685;0.09643792243895685;-0.026331822777060927;0.6655505851859662;0.046140155610903726;0.3344494148140338;0.02633182277706092
"1.2. Floresta Plantada";0.0009665958720251298;0.021307692941706882;0.0;0.00021796834776843408;0.0;0.0;0.0;0.022492257161500447;0.022492257161500447;0.018231490381121974;0.9473345777932346;0.11728943020774488;0.0526654222067654;0.018231490381121963
"2.1. Área Úmida Natural não Florestal";0.00021796834776843408;0.0;0.004455725131339306;0.0048666178965382475;0.0002947548987770725;0.0;0.0;0.009835066274423062;0.009835066274423062;-0.0015277417802753638;0.453044748963899;0.09336098051195132;0.546955251036101;0.001527741780275366
"2.2. Formação Campestre (Campo)";0.003092766283984527;0.0016158629242091526;0.0023233923469416426;0.44523542015176776;0.025379681584554635;0.0010707174614408342;0.0;0.4787178407528985;0.4787178407528985;0.05337042388516252;0.9300581308010756;0.02688968837093244;0.06994186919892442;0.0533704238851625
"3.2.1. Lavoura Temporária";0.0016444534447512885;0.001373361139209401;0.0011968337644635407;0.06716380080527289;0.289038798935147;0.0;0.0006683210267445442;0.36108556911558864;0.36108556911558864;-0.044783214163385265;0.8004717542246107;0.029914457523338944;0.1995282457753893;0.044783214163385265
"4.1. Infraestrutura Urbana";0.0;0.0;0.0;0.0;0.0;0.007682827551735186;0.0;0.007682827551735186;0.007682827551735186;0.0010707174614408342;1.0;0.1693098264453924;0.0;0.0010707174614408349
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0;0.0006981740337482946;0.0;0.0;0.023050342671147934;0.02374851670489623;0.02374851670489623;-2.9853007003750377e-05;0.9706013625009114;0.11539185255777643;0.029398637499088554;2.985300700375157e-05
"total";0.07010609966189593;0.04072374754262241;0.008307324494147696;0.532088264638061;0.3163023549522034;0.00875354501317602;0.023718663697892477;1.0000000000000002;1.0000000000000002;0;0.8549551230962108;0.03572139221798584;0.1450448769037892;0.0726726317277253
"adj population";0.07010609966189593;0.040723747542622424;0.008307324494147696;0.5320882646380615;0.3163023549522041;0.00875354501317602;0.02371866369789248;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.1497273253704869e-15;1.4697269657335159e-15;2.7287361470788103e-15;5.645323225451732e-16;6.001167938735958e-16;3.1003524194976068e-15;1.898418565883948e-15;1.1511610539983137e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9155311167346545;0.5232252488405139;0.5363610310971063;0.836769855194283;0.9138053966712448;0.8776818466313742;0.9718229898928106;0.8549551230962108;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.06664652747086253;0.058294342373255204;0.110492194391769;0.02300142799966863;0.03526265857412623;0.13999124670241694;0.11564042822405887;0.03532489465564567;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9333534725291375;0.9417056576267449;0.8895078056082311;0.9769985720003314;0.9647373414258738;0.8600087532975831;0.8843595717759412;0.1450448769037892;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.011843567897058788;0.0023691284395871287;0.00770319872561678;0.06696484120226154;0.05452711203411276;0.0;0.0013366420534890872;0.07237224517606305;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2012 "
" ";"1.1.1. Formação Florestal";"1.2. Floresta Plantada";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.2.1. Lavoura Temporária";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
