"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pantanal  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.3 Mosaico de Agricultura ou Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"2.1. Área Úmida Natural não Florestal";0.005064580352767803;0.0056121458194611906;0.18241129892950478;0.0;0.0024597889463804693;0.0;0.19554781404811425;0.19554781404811425;0.018241694137966356;0.9328219792046499;0.056441666667904025;0.06717802079535007;0.018241694137966336
"2.2. Formação Campestre (Campo)";0.011528243417713146;0.024077074675338643;0.018138728012551838;0.22256802590653266;0.043364121259368914;0.0;0.31967619327150515;0.31967619327150515;-0.06484835184727669;0.6962295929165505;0.03675560529726476;0.3037704070834495;0.06484835184727661
"3.1. Pastagem";0.0013019809135213548;0.004061973820108799;0.0015021699157003173;0.017088315831528617;0.10582214821170864;0.0;0.12977658869256772;0.12977658869256772;0.034273003508039294;0.815417859860644;0.0545325453734858;0.18458214013935603;0.034273003508039274
"5.1. Rio, Lago e Oceano";0.0;0.0;0.01038473892599291;0.0;0.0;0.02570150102456922;0.03608623995056213;0.03608623995056213;-0.010384738925992908;0.7122244118472879;0.07285307830662653;0.2877755881527121;0.010384738925992908
"total";0.21643748251578282;0.12519407464873222;0.21378950818608058;0.25482784142422854;0.164049592200607;0.02570150102456922;1.0;1.0;0;0.7881552685872506;0.04906888951314453;0.2118447314127494;0.08667585624853856
"adj population";0.2164374825157829;0.1251940746487322;0.21378950818608045;0.25482784142422826;0.16404959220060697;0.025701501024569213;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2284989980952523e-15;1.4234795693380351e-15;1.1220823096189974e-15;1.1079133727449096e-15;1.397111638469582e-15;3.036364584098631e-15;9.315450472365408e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.852979353202445;0.5354533819427546;0.8532284885128018;0.8734054515495783;0.6450619400644695;1.0;0.7881552685872506;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04895042723707175;0.04524431544258988;0.05066885859614694;0.04864818418630396;0.04124642422258879;0.10760945165237988;0.04902059307458455;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9510495727629282;0.9547556845574101;0.9493311414038531;0.951351815813696;0.9587535757774112;0.8923905483476201;0.2118447314127494;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06364155734140964;0.047994650752683804;0.02627303023721894;0.06451963103539177;0.047908880961718164;0.0;0.12516887516421116;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2008 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.1857624205764301;0.02500983933338893;0.002258514001939817;0.007483751785249459;0.007215629992780822;0.0009951914145497377;0.2287253471043389;0.2287253471043389;-0.011978403721115135;0.8121636842098217;0.04662042941587233;0.18783631579017834;0.011978403721115138
"1.1.2. Formação Savânica";0.013065451069831705;0.06431151283483952;0.0;0.0066088658867431505;0.002712571671363449;0.0;0.08669840146277782;0.08669840146277782;0.037558787171982896;0.741784297631489;0.06767239262153162;0.258215702368511;0.03755878717198291
"2.1. Área Úmida Natural não Florestal";0.002145226721384422;0.0055155401561834605;0.1849500471108924;0.0;0.005271241639288456;0.0;0.19788205562774877;0.19788205562774877;0.01837647684996016;0.9346478968199939;0.05546282918194358;0.06535210318000606;0.01837647684996016
"2.2. Formação Campestre (Campo)";0.014159147574900988;0.025775575942476016;0.01714694274699805;0.21789134370221727;0.04322368857824381;0.0;0.3181966985448362;0.3181966985448362;-0.07096849020926915;0.6847693414126195;0.036686801391938535;0.31523065858738053;0.07096849020926918
"3.1. Pastagem";0.0016146974406765187;0.003644720367872799;0.0015042070006276115;0.015244246961357115;0.11035444917406985;0.0;0.1323623209446039;0.1323623209446039;0.0364152601111425;0.8337300856204785;0.05531351564676168;0.16626991437952154;0.03641526011114249
"5.1. Rio, Lago e Oceano";0.0;0.0;0.010398821617251018;0.0;0.0;0.025736354698443778;0.036135176315694795;0.036135176315694795;-0.00940363020270128;0.7122244118472879;0.07257098203551324;0.2877755881527121;0.009403630202701279
"total";0.21674694338322376;0.12425718863476073;0.21625853247770893;0.247228208335567;0.1687775810557464;0.026731546112993516;0.9999999999999999;0.9999999999999999;0;0.7890061280968931;0.04912287043815306;0.21099387190310692;0.09235052413308557
"adj population";0.2167469433832237;0.1242571886347607;0.21625853247770876;0.24722820833556683;0.16877758105574636;0.02673154611299351;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2293750648950688e-15;1.4316459952670695e-15;1.1179479786651554e-15;1.1242897526387926e-15;1.3823266446935793e-15;3.0079520302800294e-15;9.293537466439695e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8570474751654938;0.5175677443006986;0.8552265891749558;0.8813369039445114;0.6538454247523569;0.9627708995827218;0.7890061280968931;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04908451155870023;0.04457182444097106;0.04999000642734799;0.05018863456941204;0.041593529610768884;0.10137691494435042;0.04912611606900178;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9509154884412998;0.9554281755590289;0.950009993572652;0.949811365430588;0.9584064703892311;0.8986230850556496;0.21099387190310692;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06196904561358729;0.04477377725587661;0.025864017033712716;0.05867372926669945;0.0440157435410681;0.0019903828290994754;0.11864334777002182;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2009 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18524859942662594;0.024311257738212747;0.0013570806126899939;0.008212848664393734;0.006923600198891045;0.0;0.22605338664081345;0.22605338664081345;-0.00859289983899604;0.8194904848781401;0.047258696280953694;0.18050951512185986;0.008592899838996054
"1.1.2. Formação Savânica";0.013217949431925646;0.06406374918230712;0.0;0.004971376013535327;0.004018566870944826;0.0;0.08627164149871291;0.08627164149871291;0.036878960992013286;0.7425817808655337;0.06797177756193185;0.2574182191344663;0.03687896099201328
"2.1. Área Úmida Natural não Florestal";0.0016308232073513086;0.0028765886612321084;0.13883477454154802;0.0;0.0009761548547656481;0.0;0.1443183412648971;0.1443183412648971;0.05205581763985304;0.9620036741325625;0.06262292014739937;0.03799632586743751;0.05205581763985301
"2.2. Formação Campestre (Campo)";0.01618131727150283;0.028499495226111848;0.043691213406237855;0.23406555591494;0.047235427812589874;0.0009971562127783573;0.3706701658441608;0.3706701658441608;-0.10666258612816969;0.6314658623304119;0.032222758791084834;0.3685341376695881;0.1066625861281697
"3.1. Pastagem";0.0011817974644116954;0.0033995116828623734;0.0015071767441433828;0.016757799123122023;0.11306910036479106;0.0;0.13591538537933054;0.13591538537933054;0.03630746472265191;0.8319080290227846;0.05475503564663151;0.1680919709772154;0.03630746472265192
"5.1. Rio, Lago e Oceano";0.0;0.0;0.010983913600130854;0.0;0.0;0.02578716577195521;0.03677107937208606;0.03677107937208606;-0.009986757387352496;0.7012893342350713;0.0710225913345451;0.29871066576492866;0.009986757387352496
"total";0.2174604868018174;0.1231506024907262;0.1963741589047501;0.2640075797159911;0.17222285010198246;0.026784321984733565;1.0000000000000002;1.0000000000000002;0;0.7610689452021672;0.04758230558882172;0.23893105479783283;0.12524224335451822
"adj population";0.2174604868018174;0.12315060249072618;0.19637415890474996;0.26400757971599065;0.17222285010198243;0.02678432198473356;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2324464874570601e-15;1.4425173750213102e-15;1.1572987951403959e-15;1.1026605056093747e-15;1.3731074787646969e-15;3.018865029555225e-15;9.326895671548062e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8518724580776471;0.5202065429369817;0.7069910588841212;0.8865864993980035;0.6565278666439253;0.9627708995827218;0.7610689452021671;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04897135512440742;0.04490192443517195;0.04348300934612472;0.04926976943526476;0.0416398679646741;0.1010950787829166;0.047604665620584644;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9510286448755926;0.9550980755648281;0.9565169906538753;0.9507302305647353;0.9583601320353259;0.8989049212170834;0.23893105479783294;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06442377475038291;0.044415784632811595;0.01096713344669814;0.0598840476021022;0.04569257002907895;0.001994312425556713;0.11368881144331525;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2010 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18731835995911936;0.02523571455473059;0.001360951980504415;0.007356716707444418;0.00747359412599854;0.0;0.22874533732779734;0.22874533732779734;-0.010181867606600621;0.8188947680742792;0.04700254256197519;0.1811052319257208;0.010181867606600642
"1.1.2. Formação Savânica";0.012588755664674715;0.06341560502029699;0.0;0.005865118840906749;0.0046038432469762865;0.0;0.08647332277285473;0.08647332277285473;0.037021545927487964;0.7333545535988595;0.06616861175509349;0.2666454464011405;0.03702154592748795
"2.1. Área Úmida Natural não Florestal";0.005097327211954916;0.005698252130459747;0.16081379853350106;0.0;0.0016214362595081144;0.0;0.17323081413542382;0.17323081413542382;0.032336330603368206;0.9283209764735288;0.0577678955064048;0.07167902352647115;0.03233633060336821
"2.2. Formação Campestre (Campo)";0.012217631270640027;0.026172621623081344;0.031178511413235258;0.22386900677824673;0.04784746043478585;0.0010000008179049816;0.34228523233789415;0.34228523233789415;-0.08828886004739617;0.6540422595773854;0.03391058507427524;0.3459577404226146;0.08828886004739617
"3.1. Pastagem";0.0013413956148076991;0.002972675371774024;0.0009068857763045946;0.016905529963900122;0.11026282982007439;0.0;0.13238931654686084;0.13238931654686084;0.03941984734048236;0.8328680341894922;0.054723224804261984;0.16713196581050782;0.039419847340482345
"5.1. Rio, Lago e Oceano";0.0;0.0;0.0113069970352467;0.0;0.0;0.025568979843922927;0.03687597687916963;0.03687597687916963;-0.01030699621734172;0.6933776948527766;0.07055140101665162;0.30662230514722344;0.010306996217341723
"total";0.2185634697211967;0.12349486870034268;0.20556714473879203;0.253996372290498;0.17180916388734319;0.026568980661827907;1.0;1.0;0;0.7712485799551614;0.047934126399419436;0.22875142004483862;0.10877772387133851
"adj population";0.2185634697211967;0.1234948687003427;0.2055671447387919;0.25399637229049765;0.17180916388734316;0.026568980661827904;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2373904837964768e-15;1.4499826052869954e-15;1.1429240329818592e-15;1.1253080089355218e-15;1.3825761915037647e-15;3.0684912877035893e-15;9.406672610208208e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.857043311940764;0.5135080160631889;0.7822932927236123;0.8813866306807155;0.6417750213392268;0.9623620932005984;0.7712485799551613;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04904035880408121;0.04385724086684794;0.04685326439939905;0.04924317064562288;0.04066466243576198;0.10192361378860108;0.0479682218439317;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9509596411959188;0.956142759133152;0.9531467356006009;0.9507568293543771;0.959335337564238;0.898076386211399;0.22875142004483873;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06249021952415468;0.04611543550511549;0.02483403120384553;0.06025473102450252;0.0442529734535729;0.0020000016358099615;0.11997369617350054;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2011 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18841254598247628;0.02469762721174507;0.0013604660045171367;0.007354089731830112;0.008245492733817382;0.0;0.23007022166438598;0.23007022166438598;-0.011290217746019442;0.8189349522048199;0.04684426222764243;0.18106504779518007;0.011290217746019432
"1.1.2. Formação Savânica";0.012862167781071866;0.06484225910683902;0.0;0.0063904777671100884;0.004602199282090476;0.0;0.08869710393711146;0.08869710393711146;0.034725209579054186;0.7310527201971989;0.06468804572654559;0.2689472798028011;0.03472520957905417
"2.1. Área Úmida Natural não Florestal";0.0015825528946355636;0.00962248473958289;0.1901281535760583;0.0;0.004815474026590712;0.0;0.20614866523686748;0.20614866523686748;0.023269368455870708;0.9222866097997703;0.054200153344917595;0.07771339020022971;0.023269368455870687
"2.2. Formação Campestre (Campo)";0.01458182063807111;0.02220098019643514;0.025685251769221977;0.19709982535981177;0.048810284996856704;0.0;0.30837816296039666;0.30837816296039666;-0.08307537415741739;0.6391497486971025;0.03539911932510602;0.3608502513028975;0.08307537415741734
"3.1. Pastagem";0.001340916622111722;0.0020589622615635066;0.0009065619406977534;0.014458395944227334;0.11004391576179895;0.0;0.12880875253039925;0.12880875253039925;0.04770861427075497;0.8543201731251008;0.05635838391980718;0.14567982687489922;0.04770861427075496
"5.1. Rio, Lago e Oceano";0.0;0.0;0.011337600402243006;0.0;0.0;0.026559493268596503;0.03789709367083951;0.03789709367083951;-0.011337600402243006;0.7008319292049855;0.06922466575454005;0.2991680707950145;0.011337600402243006
"total";0.21878000391836655;0.12342231351616563;0.22941803369273817;0.22530278880297933;0.1765173668011542;0.026559493268596503;0.9999999999999998;0.9999999999999998;0;0.7770861930555807;0.048487583535066756;0.2229138069444193;0.10570319230567979
"adj population";0.21878000391836647;0.1234223135161656;0.22941803369273792;0.22530278880297913;0.17651736680115418;0.026559493268596496;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.236765998546307e-15;1.4549433268013831e-15;1.110346559850885e-15;1.162774470883865e-15;1.37253774075431e-15;3.0667404909925615e-15;9.404108587829312e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8611963735624519;0.525369013588828;0.8287410998853681;0.874821951414768;0.6234169348660338;1.0;0.7770861930555808;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0491246035875742;0.0442439263473926;0.047793726063855346;0.051845830633930085;0.039364203420858515;0.10407416273993383;0.048566544159063196;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9508753964124258;0.9557560736526074;0.9522062739361447;0.9481541693660699;0.9606357965791414;0.8959258372600661;0.2229138069444192;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06073491587178054;0.04770968966054487;0.032041023321618345;0.05640592688633511;0.0375296735372006;0.0;0.11721061463873973;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2012 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18901162813426142;0.02499357997126989;0.0013626165998155157;0.008298110034703784;0.008644285469739737;0.0;0.23231022020979036;0.23231022020979036;-0.013372534155290276;0.8136173602847622;0.04641652324278529;0.18638263971523783;0.013372534155290272
"1.1.2. Formação Savânica";0.01348889188079149;0.06771841252209979;0.0;0.00652213114792078;0.004174159160154325;0.0;0.09190359471096639;0.09190359471096639;0.032059878256706434;0.7368418257748443;0.06471234446703224;0.26315817422515575;0.032059878256706434
"2.1. Área Úmida Natural não Florestal";0.001434637001557034;0.0037583227963747913;0.13436438346973956;0.0;0.005315472719901257;0.0;0.14487281598757265;0.14487281598757265;0.04726622812399097;0.9274644283939749;0.060867490199314235;0.07253557160602508;0.04726622812399095
"2.2. Formação Campestre (Campo)";0.013659492723721816;0.025288895472876362;0.044148526391489404;0.2318171608116558;0.046478720548545634;0.0;0.361392795948289;0.361392795948289;-0.09955896447384237;0.6414548474973638;0.03311706814011859;0.3585451525026362;0.09955896447384233
"3.1. Pastagem";0.0013430363141683091;0.002204262205051985;0.000907995014248199;0.015196429480166298;0.11191184955112761;0.0;0.1315635725647624;0.1315635725647624;0.044960914884706174;0.8506294513706582;0.055742190661548084;0.14937054862934185;0.04496091488470619
"5.1. Rio, Lago e Oceano";0.0;0.0;0.011355522636270909;0.0;0.0;0.02660147794234882;0.037957000578619726;0.037957000578619726;-0.011355522636270909;0.7008319292049855;0.06918217882698158;0.2991680707950145;0.011355522636270907
"total";0.2189376860545001;0.12396347296767282;0.1921390441115636;0.26183383147444667;0.17652448744946858;0.02660147794234882;0.9999999999999999;0.9999999999999999;0;0.7614249124312329;0.04747623411842229;0.2385750875687671;0.12428702126540353
"adj population";0.21893768605450004;0.1239634729676728;0.19213904411156355;0.26183383147444617;0.17652448744946853;0.026601477942348815;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.240460138441199e-15;1.4592891482378244e-15;1.178408778915513e-15;1.1056878987089325e-15;1.3743419813634824e-15;3.075900646113557e-15;9.434088591780508e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8633124408157434;0.5462771484287101;0.699308066671354;0.8853598463813477;0.6339735136359663;1.0;0.761424912431233;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.049181252470452436;0.04570900011263864;0.043624040925679876;0.0495833325738903;0.039922213376587065;0.10401981830922268;0.04761268063829303;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9508187475295475;0.9542909998873613;0.9563759590743202;0.9504166674261098;0.9600777866234129;0.8959801816907773;0.238575087568767;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.05985211584047734;0.048370364377733205;0.021016865035666188;0.060033341325581746;0.03930344602726957;0.0;0.11428806630336402;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2013 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18822898330289844;0.02610636938477497;0.0013647402510773368;0.009080971788090383;0.008213626593200202;0.0;0.23299469132004136;0.23299469132004136;-0.01479301004373576;0.8078681202411915;0.04617720658212178;0.19213187975880852;0.01479301004373576
"1.1.2. Formação Savânica";0.013509914450358814;0.06675704798439823;0.0;0.00703716321706988;0.004180664627920316;0.0;0.09148479027974724;0.09148479027974724;0.03273126871483248;0.7297065203982525;0.06490779281214626;0.27029347960174754;0.03273126871483248
"2.1. Área Úmida Natural não Florestal";0.0;0.0038046986695734245;0.14354078336148401;0.0;0.0028643329876618415;0.0;0.15020981501871927;0.15020981501871927;0.05033231847214005;0.9556018915514664;0.06280292478354395;0.044398108448533646;0.05033231847214001
"2.2. Formação Campestre (Campo)";0.015587639114362973;0.025803734468902002;0.04351083536276388;0.22123306005853205;0.04806365198733709;0.0;0.354198920991898;0.354198920991898;-0.10259767702361416;0.624601168854471;0.03258936861179062;0.37539883114552897;0.10259767702361411
"3.1. Pastagem";0.0008751444086853457;0.0017442084869310987;0.000909410133334519;0.014250048904591538;0.11547366946865888;0.0;0.1332524814022014;0.1332524814022014;0.045543464262576966;0.8665780048036779;0.05711111797016881;0.13342199519632214;0.04554346426257694
"5.1. Rio, Lago e Oceano";0.0;0.0;0.011216364382199558;0.0;0.0;0.02664293660519369;0.03785930098739325;0.03785930098739325;-0.01121636438219956;0.7037355659066581;0.06959702689557903;0.2962644340933419;0.01121636438219956
"total";0.2182016812763056;0.12421605899457971;0.20054213349085928;0.25160124396828387;0.17879594566477833;0.02664293660519369;0.9999999999999998;0.9999999999999998;0;0.7618764807811652;0.047918947693284156;0.2381235192188348;0.12860705144954943
"adj population";0.21820168127630554;0.12421605899457971;0.20054213349085914;0.2516012439682835;0.17879594566477827;0.026642936605193686;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2460685707284714e-15;1.4623674854321703e-15;1.1572358588326992e-15;1.1288124078394635e-15;1.3682059027536272e-15;3.0822729255259625e-15;9.444963151112395e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8626376396456213;0.5374268715715028;0.7157637193883076;0.8793003427535518;0.6458405364803887;1.0;0.7618764807811652;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04927578340599201;0.04525106374442963;0.044364395665829406;0.04967025301378991;0.04060926026442674;0.10402181536945289;0.047799213317557876;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.950724216594008;0.9547489362555703;0.9556356043341706;0.9503297469862101;0.9593907397355732;0.8959781846305471;0.2381235192188348;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.059945395946814306;0.04945548459069801;0.013338063314470516;0.060736367819503645;0.035557623867085025;0.0;0.10951646776928575;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2014 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18600418322796045;0.0265140367665692;0.0013604660540379235;0.008010980915893008;0.003867578433494798;0.0008579980760131941;0.0;0.22661524347396855;0.22661524347396855;-0.009423627694100503;0.8207929015566284;0.047375682717209204;0.17920709844337157;0.00942362769410049
"1.1.2. Formação Savânica";0.013957032365208902;0.06516026764047649;0.0;0.008526060318336744;0.00460503919848593;0.0;0.0;0.09224839952250806;0.09224839952250806;0.030389904845748147;0.7063566194942792;0.0631920862068918;0.2936433805057208;0.030389904845748147
"2.1. Área Úmida Natural não Florestal";0.0032369494227888493;0.012292060650144125;0.19553668393747697;0.0;0.0055217794923340495;0.0;0.0;0.216587473502744;0.216587473502744;0.011562564066388965;0.9028069849801339;0.05083587353643714;0.0971930150198661;0.011562564066388975
"2.2. Formação Campestre (Campo)";0.013121047198866904;0.01660690727544157;0.01916508948250097;0.1911112976456763;0.04849310670354775;0.0;0.0;0.28849744830603347;0.28849744830603347;-0.06678951253667528;0.6624367001088635;0.038147798999350786;0.33756329989113654;0.06678951253667526
"3.1. Pastagem";0.0008724035650429681;0.002065032035624825;0.0009065619736964909;0.014059596889452164;0.1189696483880348;0.0;0.0;0.13687324285185123;0.13687324285185123;0.04602137135016185;0.8691958041558573;0.05735726348559212;0.1308041958441427;0.04602137135016185
"3.2.1. Lavoura Temporária";0.0;0.0;0.0;0.0;0.0014374619861157597;0.0;0.0;0.0014374619861157597;0.0014374619861157597;-0.0005794639101025656;0.0;0.0;1.0;0.0005794639101025656
"5.1. Rio, Lago e Oceano";0.0;0.0;0.011181236121420603;0.0;0.0;0.0;0.026559494235358624;0.03774073035677923;0.03774073035677923;-0.011181236121420607;0.7037355659066581;0.06959082076019402;0.2962644340933419;0.011181236121420607
"total";0.21719161577986806;0.1226383043682562;0.22815003756913296;0.2217079357693582;0.18289461420201308;0.0008579980760131941;0.026559494235358624;0.9999999999999999;0.9999999999999999;0;0.7833415750749836;0.04905845982714457;0.2166584249250164;0.08797384026229896
"adj population";0.21719161577986804;0.1226383043682562;0.22815003756913285;0.22170793576935796;0.18289461420201303;0.0008579980760131941;0.026559494235358617;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.2390032140182445e-15;1.4628756139638012e-15;1.0994575258918717e-15;1.1823047994724292e-15;1.3517123413258997e-15;1.983886129596901e-14;3.0649966515644738e-15;2.923921144220573e-14;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.856405909408965;0.5313206830128239;0.857053042904831;0.861995746712867;0.6504819669354994;0.0;1.0;0.7833415750749836;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04916962096612559;0.04525039513259305;0.04780299627995625;0.05255442629567319;0.040827709438953586;0.0;0.10400694107903967;0.04901618984133236;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9508303790338744;0.9547496048674069;0.9521970037200438;0.9474455737043268;0.9591722905610465;1.0;0.8959930589209604;0.2166584249250164;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.062374865103815236;0.05417626376406315;0.04210157913053403;0.061193276247363815;0.03580718892763288;0.0017159961520263882;0.0;0.12868458466271773;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2015 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.1. Área Úmida Natural não Florestal";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.18549290404938867;0.025576707079986202;0.001359213751563924;0.008003606846403836;0.002998286250712577;0.0;0.0;0.22343071797805522;0.22343071797805522;-0.007310626559979324;0.830203231355177;0.04811203061807774;0.16979676864482296;0.007310626559979327
"1.1.2. Formação Savânica";0.014610234052684717;0.06455356141656414;0.0;0.006237638573628853;0.004600800282002852;0.0;0.0;0.09000223432488057;0.09000223432488057;0.032564907720783125;0.717243987338642;0.06429167286981144;0.28275601266135797;0.03256490772078312
"2.1. Área Úmida Natural não Florestal";0.0015985830016984862;0.005058615906417085;0.15114028954093192;0.0;0.006420702568730681;0.0;0.0;0.16421819101777818;0.16421819101777818;0.03231518411589485;0.9203626504725626;0.058375303581782105;0.0796373495274374;0.032315184115894846
