"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Mata Atlântica  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.2. Floresta Plantada";0.0007486719223394548;0.0;0.017349506894096017;0.0;0.0;0.0009985765909192059;9.266352987854755e-05;0.0;0.0;0.0;6.717595600645447e-05;0.01925659489323968;0.01925659489323968;0.010906888568481616;0.9009644223334016;0.042066429649321724;0.09903557766659843;0.01090688856848162
"2.2. Formação Campestre (Campo)";0.0;0.0;0.00014612596440201873;0.0015765523314043499;2.1494444961653658e-05;0.01314096988187108;0.0003136181188811755;0.0;0.0;0.0;8.595505857772699e-05;0.015284715800098004;0.015284715800098004;-0.009217768445001794;0.103145675197588;0.011298082743094103;0.896854324802412;0.009217768445001787
"2.5. Outra Formação não Florestal";4.200415787293866e-05;0.0;0.0;9.598022243173663e-05;0.0009529751513809195;0.0004362761003919501;0.0;0.0;0.0;0.0;0.0;0.0015272356320775449;0.0015272356320775449;0.0037630049264273592;0.6239869810296127;0.06591971863026136;0.3760130189703873;0.003763004926427359
"3.1. Pastagem";0.002875701083989199;0.002408300255400674;0.0008651155917439382;0.0023203382842205914;0.0014006131619335805;0.36378644956861367;0.009436949116728235;0.0;0.0015998733596876299;5.352644561728018e-05;0.006818833316613532;0.39156570018454834;0.39156570018454834;0.03137933865886088;0.9290559653135033;0.013947077722000155;0.07094403468649668;0.031379338658860834
"3.2.1. Lavoura Temporária";0.00022369574397414557;0.0;0.0003236154604938031;8.864075728788708e-05;0.0;0.01274937576469432;0.10941377735122523;0.0;0.00011863623368622098;0.0;0.0002502662636748167;0.12316800757503642;0.12316800757503642;-0.0027595243524923905;0.888329522457917;0.02580125970297068;0.11167047754208304;0.002759524352492368
"3.3 Mosaico de Agricultura ou Pastagem";0.01144157411804118;0.0021937610134431505;0.0028988483149905535;0.0011462297051259972;0.0020079590594195575;0.0;0.0;0.10659493644131969;0.0024232704627440735;0.0005972177529340606;0.0;0.12930379686801827;0.12930379686801827;-0.022708860426698577;0.82437591952634;0.022726151946616143;0.17562408047365996;0.022708860426698577
"4.1. Infraestrutura Urbana";0.00020848909916357158;0.0;0.0;3.598355237734302e-05;0.000152241640636212;0.0005121937374513821;0.00012019046109917964;0.0;0.01792679293602032;0.0;0.0;0.018955891426748007;0.018955891426748007;0.0032419560815148555;0.9457108891605296;0.0459666590612385;0.05428911083947041;0.0032419560815148546
"5.1. Rio, Lago e Oceano";0.00011503044194247348;0.0;0.0;7.370951974168832e-05;0.0;0.0003196766825950855;0.0;0.0;0.0;0.017641790152116907;0.0;0.018150206796396152;0.018150206796396152;0.0005534807235671023;0.971988382833181;0.05374187741998898;0.02801161716681899;0.0005534807235671041
"3.2.2. Lavoura Perene";0.0;0.0;0.0;0.0;0.0;7.76675411468617e-05;0.0;0.0;0.0;0.0;0.0;7.76675411468617e-05;7.76675411468617e-05;0.010098272887574679;0.0;0.0;1.0;0.010098272887574677
"total";0.24552425699724859;0.011929137663210644;0.030163483461721298;0.006066947355096217;0.005290240558504904;0.42294503884340917;0.12040848322254405;0.10659493644131969;0.022197847508262862;0.018703687519963257;0.010175940428721539;0.9999999999999999;0.9999999999999999;0;0.8659604670244043;0.018975334673061773;0.13403953297559568;0.0599429418464265
"adj population";0.24552425699725094;0.011929137663210642;0.030163483461721315;0.006066947355096218;0.005290240558504904;0.4229450388434053;0.12040848322254367;0.10659493644131937;0.022197847508262862;0.018703687519963257;0.01017594042872154;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.44989318441283e-17;2.3021837438645305e-16;1.5232756561506703e-16;3.036050466588425e-16;3.121373733464425e-16;5.5396407786854955e-17;8.56264881165914e-17;8.692452659313306e-17;1.9001197135543251e-16;2.1386662029705088e-16;2.5111713462930006e-16;1.9457304406292965e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.9236663905862433;0.32987983266767873;0.5751824690975517;0.25985924042674474;0.18013833980552366;0.8601270050676753;0.9086882786240406;1.0;0.8075914986508175;0.9432252401184023;0.0;0.8659604670244039;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.017188409863141282;0.025170020601754384;0.02509998029103631;0.030025412066518143;0.018211029541686987;0.012765699247047575;0.026445532080757825;0.028419567893011945;0.03737507655358582;0.051778230863150435;0.0;0.01896696206652593;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9828115901368587;0.9748299793982456;0.9749000197089637;0.9699745879334819;0.981788970458313;0.9872343007529524;0.9735544679192422;0.9715804321069881;0.9626249234464141;0.9482217691368495;1.0;0.13403953297559612;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.03748350547046192;0.01598791145400202;0.003814175998287324;0.008980790047383735;0.0011485209613932507;0.05555850123186934;0.021989411742637632;0.0;0.0020581969814553736;0.0010168332885584913;0.0001553350822937234;0.07409659112917143;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2004 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.2280083540372486;0.0034571009220026195;0.008422445196902033;0.0002877213821518628;0.0005714758512382189;0.022098840756776508;0.0011377808352969797;0.0;5.223981981468518e-05;0.0005042081047809333;0.26454016690621235;0.26454016690621235;-0.01679022908243035;0.8619044763742244;0.015952373170768936;0.1380955236257756;0.016790229082430247
"1.1.2. Formação Savânica";0.0034801379134824697;0.004066718685906693;0.0004064235401354611;0.0004496477528447848;0.0001080273827098503;0.008411417098224641;7.393858206527324e-05;0.0;7.842685839080497e-05;1.7939260497472093e-05;0.01709267707425745;0.01709267707425745;-0.004860281234255833;0.2379216940821635;0.019442565058045175;0.7620783059178365;0.004860281234255831
"1.2. Floresta Plantada";0.000764907181092838;0.0;0.018562046121258807;0.0;0.0;0.001348823987150307;0.0;0.0;0.0;0.0;0.020675777289501953;0.020675777289501953;0.011129552738078226;0.8977677531225691;0.04223969839890202;0.10223224687743093;0.011129552738078228
"2.2. Formação Campestre (Campo)";0.0;0.0;0.00017381951026461146;0.0015211497220866577;2.172591944032157e-05;0.013091972897530084;0.0002705233928051733;0.0;0.0;0.0;0.015079191442126848;0.015079191442126848;-0.009078913668891787;0.10087740632014328;0.011561246810057099;0.8991225936798567;0.00907891366889178
"2.5. Outra Formação não Florestal";4.245650221413328e-05;0.0;0.0;9.701383702329514e-05;0.001104150445474604;0.0005941277518038755;0.0;0.0;0.0;0.0;0.0018377485365159078;0.0018377485365159078;0.0032542621231756207;0.6008169363409781;0.07484016690028572;0.3991830636590219;0.0032542621231756203
"3.1. Pastagem";0.0026652859102835385;0.002519376617228763;0.0009026113950382925;0.0022705708308560536;0.0012139271209270217;0.3635901710433432;0.009634899336773481;0.0;0.0015238643787853987;5.410287390451022e-05;0.3843748095071402;0.3843748095071402;0.03952774949509649;0.945926117035484;0.014361641005091115;0.054073882964515985;0.03952774949509652
"3.2.1. Lavoura Temporária";0.0003536700793176241;0.0;0.00034254736397705283;0.0;0.0;0.014021962536172388;0.11785906686785863;0.0;0.00011991383170713448;0.0;0.13269716067903284;0.13269716067903284;-0.0035614051870436272;0.8881807739122278;0.025162855957654443;0.11181922608777217;0.003561405187043648
"3.3 Mosaico de Agricultura ou Pastagem";0.012108122665044435;0.002189199614863544;0.0029954369000039244;0.0012632998873726058;0.001918822803364816;0.0;0.0;0.10239878308725188;0.0024497957166877706;0.0006036492131675423;0.12592710988775652;0.12592710988775652;-0.02352832680050464;0.8131591615063957;0.02273812570248698;0.18684083849360433;0.023528326800504637
"4.1. Infraestrutura Urbana";0.00021073432604069853;0.0;0.0;3.637106059362981e-05;0.00015388113653669623;0.0005177095708941642;0.000159546477189672;0.0;0.01820101988885516;0.0;0.019279262460110018;0.019279262460110018;0.0031459980341309343;0.9440724159710047;0.04573570696371859;0.055927584028995336;0.0031459980341309347
"5.1. Rio, Lago e Oceano";0.00011626920905774795;0.0;0.0;7.450330030617873e-05;0.0;0.0002275333603415765;0.0;0.0;0.0;0.01807779034764192;0.01849609621734742;0.01849609621734742;0.0007615935826449548;0.9773840996072904;0.05455560434582102;0.022615900392709554;0.0007615935826449545
"total";0.2477499378237821;0.01223239584000162;0.03180533002758018;0.006000277773235068;0.005092010659691528;0.4239025590022367;0.1291357554919892;0.10239878308725188;0.022425260494240953;0.019257689799992376;1.0;1.0;0;0.8733892502469262;0.019351034630406185;0.12661074975307385;0.0578191559731262
"adj population";0.2477499378237845;0.012232395840001617;0.031805330027580195;0.006000277773235069;0.00509201065969153;0.423902559002233;0.1291357554919892;0.10239878308725156;0.022425260494240953;0.019257689799992376;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.52083350435685e-17;2.305328522789428e-16;1.5079902174496055e-16;3.0752271038460314e-16;3.181044825042969e-16;5.616480080367381e-17;8.413626056758827e-17;8.941443542472394e-17;1.9223340796400214e-16;2.1379031848469157e-16;1.7079066252010516e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.920316493477488;0.33245479782529275;0.5836143220385583;0.253513217150033;0.21683977494687587;0.8577211043480022;0.9126757064209834;1.0;0.8116302547981271;0.9387309970923446;0.8733892502469258;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01718194742358554;0.027573856598723565;0.025664978813184525;0.030601788794789586;0.02509076032760634;0.012764342573127406;0.02596190069242273;0.028859027575514593;0.03757398739244615;0.05197946962734103;0.01928397291071701;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9828180525764144;0.9724261434012764;0.9743350211868155;0.9693982112052104;0.9749092396723936;0.9872356574268726;0.9740380993075772;0.9711409724244854;0.9624260126075539;0.948020530372659;0.12661074975307418;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.039483167573067024;0.016331354308189855;0.0042274623364862915;0.008958256102296822;0.0014671961820826077;0.041569276927594045;0.02255337724826112;0.0;0.002156485142509719;0.0008366117394110056;0.06879159377994923;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2005 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.22785545190155548;0.0035093292782379095;0.009207646261675577;0.0002875942952436891;0.000673854143645746;0.02200294850021054;0.0011019234447405607;0.0;5.2216745418426735e-05;0.0005844981286204936;0.2652754626993485;0.2652754626993485;-0.018475792922326494;0.8589390423938198;0.015864711896101606;0.1410609576061802;0.01847579292232654
"1.1.2. Formação Savânica";0.003555314579023471;0.0041282255535945505;0.000406244022329942;0.0004494491428483747;0.00010797966687460716;0.008007310744895049;0.00010159588099045145;0.0;7.839221714559712e-05;1.7931336702811806e-05;0.01685244314440485;0.01685244314440485;-0.004548493131854991;0.24496303107037345;0.02007051991074792;0.7550369689296266;0.004548493131854991
"1.2. Floresta Plantada";0.0007645693205975286;0.0;0.019742473739681826;0.0;0.0;0.0011393653406328425;3.695296164877376e-05;0.0;0.0;0.0;0.02168336136256097;0.02168336136256097;0.012270201325711124;0.9104895412465741;0.04201675045021869;0.08951045875342589;0.012270201325711137
"2.2. Formação Campestre (Campo)";0.0;0.0;0.00011734849778065166;0.0015639104744258002;2.1716323073488315e-05;0.013083870699435765;0.0002704039022712299;0.0;0.0;0.0;0.015057249896986936;0.015057249896986936;-0.009139003749405836;0.10386428365904656;0.01172533455149157;0.8961357163409535;0.009139003749405832
"2.5. Outra Formação não Florestal";4.243774912196505e-05;0.0;0.0;9.697098588548556e-05;0.0010018586630834599;0.0005190163414204268;0.0;0.0;0.0;0.0;0.0016602837395113374;0.0016602837395113374;0.003578630890366951;0.6034261730337319;0.07498282748687621;0.3965738269662681;0.003578630890366951
"3.1. Pastagem";0.0026846556494795793;0.0024453651713989013;0.0009595752364217475;0.0020783334994333583;0.0012766753518232696;0.3569065305938676;0.008953981654174518;0.0;0.0015616446505440302;5.407897659484067e-05;0.37692084078373783;0.37692084078373783;0.038094657832448156;0.9469004946814448;0.014527403751313088;0.05309950531855523;0.03809465783244814
"3.2.1. Lavoura Temporária";0.0002657612640430352;0.0;0.00033240060702241785;0.0;0.0;0.01256814314700139;0.12308971345352607;0.0;0.00011986086561193174;0.0;0.13637587933720485;0.13637587933720485;-0.0026618320345497583;0.902576863678164;0.02521042555459286;0.09742313632183597;0.002661832034549755
"3.3 Mosaico de Agricultura ou Pastagem";0.011304620215988569;0.002221030009318498;0.0031878743233599398;0.0013311623621937944;0.0019206509626905762;0.0;0.0;0.1053542332911802;0.0024175079181609936;0.0005228698473118182;0.1282599489302044;0.1282599489302044;-0.02290571563902419;0.8214117826330267;0.022722194027386736;0.17858821736697328;0.0229057156390242
"4.1. Infraestrutura Urbana";0.00021064124441519584;0.0;0.0;3.635499544892881e-05;0.00015381316703883536;0.000560880390161562;0.00015947600530348685;0.0;0.018303946567966092;0.0;0.0194251123703341;0.0194251123703341;0.0031084565945129713;0.9422826606614514;0.04545757441522472;0.05771733933854861;0.0031084565945129726
"5.1. Rio, Lago e Oceano";0.00011621785279710289;0.0;0.0;7.447039210167258e-05;8.236635164830546e-05;0.00022743285856080542;0.0;0.0;0.0;0.01798893028059933;0.018489417735707215;0.018489417735707215;0.0006788908341220779;0.9729311402737507;0.0541723070400951;0.027068859726249284;0.0006788908341220784
"total";0.24679966977702195;0.01230395001254986;0.033953562688272106;0.005918246147581104;0.005238914629878288;0.415015498616186;0.1337140473026551;0.1053542332911802;0.022533568964847074;0.019168308569829293;1.0;1.0;0;0.8759352745194805;0.019471620070511196;0.1240647254805195;0.05773083747716131
"adj population";0.24679966977702444;0.012303950012549858;0.03395356268827211;0.005918246147581106;0.005238914629878288;0.4150154986161826;0.13371404730265526;0.10535423329117995;0.02253356896484707;0.019168308569829293;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.521614427752151e-17;2.304824476525228e-16;1.4665470152267635e-16;3.0914513799340276e-16;3.161952827250237e-16;5.629658060266488e-17;8.30168246887249e-17;8.836497029114798e-17;1.9139957132154603e-16;2.1429834580573132e-16;1.7010700068809622e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.923240505578545;0.33552034504234945;0.5814551456922983;0.2642523537256049;0.19123401197830467;0.8599836193682513;0.9205443701432405;1.0;0.812296826859549;0.9384724904164838;0.8759352745194803;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.017229932136060274;0.02769017046187847;0.025024340694652997;0.03149162471183106;0.022067010130990206;0.012936174761960963;0.025860708933145155;0.02852637142554187;0.03746629502271169;0.0518438102181749;0.01941472248517021;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9827700678639397;0.9723098295381215;0.974975659305347;0.9685083752881689;0.9779329898690098;0.987063825238039;0.9741392910668548;0.9714736285744582;0.9625337049772883;0.9481561897818251;0.12406472548051972;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.037888435750932925;0.01635144891791062;0.0038817752457582858;0.008708671346310606;0.001316850152855755;0.04002862037974042;0.02124866769825806;0.0;0.0022423316047360184;0.0010009749102157725;0.06633388800335924;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2006 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.22482608262944298;0.0036958885483983723;0.009974764783681313;0.0003496288388937349;0.0005345250285406917;0.02167672456368566;0.0008960300425815076;0.0;5.16834698782809e-05;0.0005785288068491615;0.002846958602297674;0.26543081531424934;0.26543081531424934;-0.021194311025935816;0.847023290657744;0.015600677617327774;0.15297670934225605;0.021194311025935775
"1.1.2. Formação Savânica";0.0036441939263643693;0.004456047036063352;0.0006677876183609132;0.0004448590399513074;0.0001068768996547068;0.008694005083475115;0.000132556218372139;0.0;7.759161857120195e-05;1.7748208796445693e-05;0.0004841237511133493;0.018725789400722902;0.018725789400722902;-0.006307470911316939;0.2379631074934191;0.018349942993439058;0.7620368925065809;0.006307470911316945
"1.2. Floresta Plantada";0.0007567609803006877;0.0;0.0209943126409965;0.0;0.0;0.001383567123201129;3.657557101622231e-05;0.0;0.0;0.0;6.717625340822436e-05;0.02323839256892276;0.02323839256892276;0.012918650143042557;0.9034322222903093;0.03985486138633282;0.09656777770969072;0.012918650143042568
"2.2. Formação Campestre (Campo)";0.0;0.0;0.00016541911716074927;0.0014619933332860166;2.149454012198117e-05;0.012664435578010563;0.00019654292959125712;0.0;4.182695549664444e-05;0.0;4.297771955922265e-05;0.014594690173226434;0.014594690173226434;-0.008911249615018213;0.10017296125737594;0.011519571999625094;0.899827038742624;0.00891124961501821
"2.5. Outra Formação não Florestal";4.200434383398242e-05;0.0;0.0;9.598064735591669e-05;0.0008653098887978258;0.00047819168508584736;0.0;0.0;0.0;0.0;0.0;0.0014814865650735723;0.0014814865650735723;0.0035799825284680373;0.5840821707045677;0.07153975869951353;0.4159178292954323;0.0035799825284680378
"3.1. Pastagem";0.002374695608541161;0.0018798087426541872;0.0008679329825466617;0.001925492311173796;0.0011525414220807124;0.34801120681826375;0.009507083640213321;0.0;0.0014678211860256105;5.352668258986098e-05;0.006321954654146064;0.3735620640482351;0.3735620640482351;0.032845258855239305;0.9316021092905397;0.014409916125876701;0.06839789070946034;0.03284525885523931
"3.2.1. Lavoura Temporária";0.00019896504725478516;0.0;7.267809054790294e-05;0.0;0.0;0.012667304476590015;0.12531194688248717;0.0;0.00011863675891322138;0.0;0.000131964359039845;0.13850149561483294;0.13850149561483294;-0.0022414747726785204;0.9047696295711828;0.024948295109647467;0.09523037042881721;0.002241474772678498
"3.3 Mosaico de Agricultura ou Pastagem";0.012030727022815204;0.002386574162290047;0.0034141474786712816;0.0012957928297946347;0.0021469538333945305;0.0;0.0;0.10193575108170189;0.0027072329169366633;0.000517529918558756;0.0;0.126434709244163;0.126434709244163;-0.02449895816246112;0.806232336761654;0.02241012669367678;0.19376766323834604;0.024498958162461115
"4.1. Infraestrutura Urbana";0.0002480437785544934;0.0;0.0;3.598371168392829e-05;0.00015224231464125887;0.0005551522699843312;0.00017928555789280644;0.0;0.01814905433185745;0.0;0.0;0.019319761964614268;0.019319761964614268;0.003294085273064804;0.9394036202464056;0.04494704186060686;0.06059637975359444;0.003294085273064802
"5.1. Rio, Lago e Oceano";0.00011503095120589239;0.0;0.0;7.37098460688883e-05;8.152516630990266e-05;0.00022511014810606449;0.0;0.0;0.0;0.018163793837198655;0.0;0.018659169948889404;0.018659169948889404;0.0006719575051034761;0.9734513318090963;0.05301417025029343;0.026548668190903735;0.0006719575051034737
"3.2.2. Lavoura Perene";0.0;0.0;0.0;0.0;0.0;5.162515707196042e-05;0.0;0.0;0.0;0.0;0.0;5.162515707196042e-05;5.162515707196042e-05;0.009843530182492417;0.0;0.0;1.0;0.009843530182492418
"total";0.24423650428831356;0.012418318489405958;0.03615704271196533;0.005683440558208223;0.00506146909354161;0.4064073229034744;0.13626002084215444;0.10193575108170189;0.02261384723767907;0.019331127453992878;0.00989515533956438;1.0000000000000002;1.0000000000000002;0;0.8641754984800958;0.019214149049023507;0.13582450151990422;0.06315346448741056
"adj population";0.2442365042883161;0.012418318489405953;0.036157042711965334;0.005683440558208225;0.00506146909354161;0.4064073229034703;0.13626002084215463;0.10193575108170158;0.022613847237679074;0.019331127453992878;0.009895155339564378;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";6.454599595147997e-17;2.2563631908225246e-16;1.4060743999987215e-16;3.11486270677223e-16;3.1695695486650717e-16;5.565889374114306e-17;8.107720497090568e-17;8.834932048771907e-17;1.8807912046268987e-16;2.106731463680335e-16;2.5151644008210173e-16;1.9345871066899277e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.920526123990225;0.3588285354305252;0.5806424161467425;0.25723737554966686;0.17096022376229736;0.856311358594587;0.919653072911609;1.0;0.8025637628619686;0.9396137850949242;0.0;0.8641754984800954;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.01717366904380069;0.028179784217989737;0.023864035321304905;0.03118243045753725;0.019582171562896065;0.013062699448707511;0.02546702992607749;0.028757621814592887;0.036713979833333944;0.05078663649917524;0.0;0.019205925213866673;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9828263309561993;0.9718202157820103;0.9761359646786951;0.9688175695424628;0.9804178284371039;0.9869373005512925;0.9745329700739225;0.9712423781854072;0.9632860201666661;0.9492133635008247;1.0;0.13582450151990455;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.03882084331774116;0.015924542906685213;0.004488159855852519;0.008442894449844413;0.001232353352551493;0.051101714459942715;0.02189614791933453;0.0;0.0023414152655136383;0.0009907522233814983;0.00010325031414392084;0.07267103703249554;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2007 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"1.2. Floresta Plantada";"2.2. Formação Campestre (Campo)";"2.5. Outra Formação não Florestal";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.22622570868532596;0.003667772556741271;0.010867579549196461;0.00046751543331664233;0.00042291275803375226;0.020882126265289225;0.001000539918204611;0.0;5.1715249438070346e-05;0.0005788845374309215;0.003505334531681119;0.26767008948465804;0.26767008948465804;-0.023008548335564122;0.8451661861841788;0.015519419590058361;0.15483381381582118;0.023008548335564122
"1.1.2. Formação Savânica";0.003492897593679302;0.004513559540712478;0.0004468067147567973;0.00044513257856029206;0.00010694261700748295;0.008334548699878631;0.00019665980651106213;0.0;7.763932874792482e-05;0.0;0.0004844214331329627;0.018098608312986937;0.018098608312986937;-0.00558875321512858;0.24938710549770296;0.019200959347068607;0.7506128945022971;0.0055887532151285835
"1.2. Floresta Plantada";0.000757226303756648;0.0;0.02305963213582015;0.0;0.0;0.0014901213085476447;3.659806090609775e-05;0.0;0.0;0.0;8.452918670008468e-05;0.02542810699573063;0.02542810699573063;0.013408939914901788;0.9068560290269292;0.03868988737825595;0.09314397097307081;0.013408939914901788
"2.2. Formação Campestre (Campo)";0.0;0.0;9.541320488683164e-05;0.0014628922958490247;2.1507756862741065e-05;0.01245323246484362;0.00011395719910590015;0.0;4.1852674401279645e-05;6.507432914670414e-05;4.300414605519057e-05;0.014296934071151292;0.014296934071151292;-0.008492327220217416;0.1023220984701109;0.011608566593579797;0.8976779015298891;0.00849232722021742
"2.5. Outra Formação não Florestal";4.2030171812626886e-05;0.0;0.0;9.603966473088128e-05;0.0009664380057484406;0.0004251668309377524;0.0;0.0;0.0;0.0;0.0;0.0015296746732297011;0.0015296746732297011;0.003528707890187911;0.6317931666528397;0.07999757587763287;0.3682068333471603;0.003528707890187912
"3.1. Pastagem";0.0019543104938766955;0.0016310906482378397;0.0007963054813596614;0.0019266762738251268;0.0009993835631213982;0.3391479344910138;0.008172968766493028;0.0;0.0015162110251527115;5.355959551954045e-05;0.005879718507823221;0.362078158846423;0.362078158846423;0.03605549454708977;0.9366705121665859;0.014739015029736225;0.06332948783341408;0.03605549454708984
"3.2.1. Lavoura Temporária";0.00034153317450443254;0.0;0.0001183398920793;0.0;0.0;0.013868896805425175;0.13135376701407964;0.0;0.0;0.0;0.0002384333512522516;0.1459209702373408;0.1459209702373408;-0.004969230088526042;0.900170597827252;0.024273237863462582;0.09982940217274805;0.004969230088526039
"3.3 Mosaico de Agricultura ou Pastagem";0.011484536745982526;0.002697432352166764;0.0034529699325332153;0.0012965895976162648;0.0022366472946858174;0.0;0.0;0.10137717331615657;0.0028788311885784654;0.000531913617336174;0.0;0.1259560940450558;0.1259560940450558;-0.02457892072889923;0.8048612025067471;0.022326262706050447;0.1951387974932529;0.024578920728899237
"4.1. Infraestrutura Urbana";0.00024819629776633303;0.0;0.0;3.600583764643814e-05;0.00015233592665593243;0.0006740843420886285;7.724938351441466e-05;0.0;0.01835487782200651;0.0;0.0;0.019542749609678257;0.019542749609678257;0.0033783776786467045;0.939216752432653;0.04480785319853365;0.06078324756734699;0.003378377678646703
"5.1. Rio, Lago e Oceano";0.0001151016823893848;0.0;0.0;7.3755169389202e-05;0.00015221464130204726;0.00022524856569737165;0.0;0.0;0.0;0.01822818961713147;0.0;0.018794509675909475;0.018794509675909475;0.0006631120206553343;0.9698677928531488;0.05292845330249962;0.030132207146851164;0.0006631120206553355
"3.2.2. Lavoura Perene";0.0;0.0;0.0;0.0;0.0;0.00063229361979093;0.0;0.0;0.0;0.0;5.181042804606024e-05;0.0006841040478369902;0.0006841040478369902;0.0096031475368539;0.0757347193162724;0.019413413845286498;0.9242652806837276;0.0096031475368539
"total";0.24466154114909391;0.012509855097858354;0.03883704691063242;0.005804606850933872;0.005058382563417613;0.39813365339351287;0.14095174014881476;0.10137717331615657;0.02292112728832496;0.01945762169656481;0.01028725158469089;1.0;1.0;0;0.86474198335189;0.01934823531419047;0.13525801664811;0.06663777958833544
