"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Caatinga  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"4.1. Infraestrutura Urbana";6.0724344320178154e-05;0.0;0.0;0.0;0.0;0.0;0.0019376217453319253;0.0;0.0;0.0019983460896521037;0.0019983460896521037;0.001121913287413025;0.9696126989040471;0.053946150733990034;0.03038730109595289;0.0011219132874130244
"5.1. Rio, Lago e Oceano";0.0;4.8696707416057884e-05;5.188638185679485e-05;0.0;0.0;0.0;0.0;0.00875134193116115;0.0;0.008851925020434002;0.008851925020434002;0.0021159618643218627;0.9886371507846412;0.06857306753586255;0.011362849215358795;0.002115961864321862
"3.2.2. Lavoura Perene";0.0;9.088628108157942e-05;0.0;0.0007814986100303239;0.0;0.0;5.287982288329109e-05;0.0;0.0012149205296615568;0.002140185243656751;0.002140185243656751;0.004382808877670044;0.5676707347003879;0.04001019288407757;0.43232926529961213;0.004382808877670044
"total";0.01819870893769702;0.5690022527999614;0.038230383078248706;0.3081557604914937;0.0012128251045640565;0.044588929204887204;0.003120259377065128;0.010967886884755864;0.006522994121326795;1.0000000000000002;1.0000000000000002;0;0.747511980779329;0.013834762737050312;0.252488019220671;0.09574577876485933
"adj population";0.018198708937697018;0.5690022527999623;0.038230383078248706;0.3081557604914932;0.0012128251045640565;0.044588929204887245;0.003120259377065128;0.01096788688475586;0.006522994121326796;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.2692629689647264e-16;6.636995792000546e-17;1.4907962200627466e-16;7.171350961226795e-17;8.632334109892557e-16;1.5375974004300853e-16;5.344119498025804e-16;3.2771844890405843e-16;3.5148863775785464e-16;2.7447015739317785e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.37438984368102207;0.8370306638097108;0.11512578694805115;0.6596477982535074;0.21260306865804904;1.0;0.6209809862519906;0.7979059250988934;0.18625197372007415;0.7475119807793289;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.022287603670554507;0.011014141915914289;0.008225128851702308;0.014029321756167036;0.025932235102326964;0.03627447343915072;0.035845167789735344;0.05166772592346018;0.011906220076347685;0.013715430708630053;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9777123963294455;0.9889858580840857;0.9917748711482977;0.985970678243833;0.974067764897673;0.9637255265608493;0.9641548322102647;0.9483322740765399;0.9880937799236523;0.2524880192206711;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.022770594286632435;0.18545983885917783;0.04981468924217752;0.051356264697282605;0.0019099495311764377;0.0;0.00012144868864035667;0.00020116617854570515;0.0018505294279903889;0.15674224045581167;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2000 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.00679966376194005;0.03353272205716283;0.0008393765642829951;0.004003363963485056;0.0;0.0;0.0;0.00043706454203325614;0.0008152438094142406;0.046427434698318434;0.046427434698318434;-0.028210715918788088;0.14645788220098083;0.007679562258324862;0.8535421177990192;0.02821071591878808
"1.1.2. Formação Savânica";0.0111265098916191;0.4752088026335409;0.011942917473297269;0.07618547868645456;0.00038067090933755854;0.0;0.0;0.0012925185421567883;0.0022796842375254595;0.5784165823739318;0.5784165823739318;-0.010084930887353905;0.8215684285592122;0.010689870479007081;0.1784315714407878;0.010084930887354071
"2.2. Formação Campestre (Campo)";0.0;0.018698062585242755;0.004603938837838086;0.006306419728391323;0.0001936061091530406;0.0;9.694319670633405e-05;0.0;0.0;0.029898970457331538;0.029898970457331538;0.008247528339656345;0.1539831896355197;0.010925177287220698;0.8460168103644803;0.008247528339656363
"3.1. Pastagem";0.0001399808934765562;0.015996870384682702;0.007547347453668698;0.21060038924091776;0.0005313563026182718;0.0;0.0003775623386883052;0.0004609915009497109;0.001649726503533171;0.23730422461853518;0.23730422461853518;0.07533429645700271;0.8874700380048283;0.01980284706133134;0.11252996199517173;0.07533429645700274
"3.2.1. Lavoura Temporária";0.0;0.0002734263404700465;6.0624935503796026e-05;0.01482549972026302;0.00016849891494530937;0.0;0.0;0.0;0.0006108918453424405;0.015938941756524612;0.015938941756524612;-0.01466480952047046;0.01057152460428146;0.001427295648022115;0.9894284753957185;0.014664809520470432
"3.3 Mosaico de Agricultura ou Pastagem";8.980573163878356e-05;0.02437663019176106;0.013100377965226308;0.0;0.0;0.040311745086394395;0.0005656118814520392;0.0003224858642224264;0.0;0.07876665672069502;0.07876665672069502;-0.03845491163430063;0.5117869256446803;0.018120132112974478;0.4882130743553197;0.03845491163430063
"4.1. Infraestrutura Urbana";6.0758500855866374e-05;0.0;0.0;0.0;0.0;0.0;0.002002532708972348;0.0;0.0;0.0020632912098282143;0.0020632912098282143;0.00103226848298378;0.9705526294269802;0.05424974969333829;0.029447370573019827;0.0010322684829837795
"5.1. Rio, Lago e Oceano";0.0;4.872409858583298e-05;5.1915567170748674e-05;0.0;0.0;0.0;0.0;0.00896553055192143;0.0;0.009066170217678011;0.009066170217678011;0.0024124207836056;0.9888994290488451;0.06731750499651107;0.011100570951154909;0.0024124207836056007
"3.2.2. Lavoura Perene";0.0;0.00019641319513149117;0.0;0.0007173697360262202;0.0;0.0;5.290956699296771e-05;0.0;0.001151035449006425;0.0021177279471571043;0.0021177279471571043;0.0043888538976646334;0.5435237564634335;0.0396710702416514;0.45647624353656646;0.004388853897664633
"total";0.018216718779530353;0.5683316514865777;0.0381464987969879;0.3126385210755379;0.0012741322360541802;0.040311745086394395;0.003095559692811994;0.011478591001283612;0.006506581844821737;1.0;1.0;0;0.749812137185477;0.013821960876656955;0.250187862814523;0.09141536796091317
"adj population";0.018216718779530353;0.5683316514865786;0.03814649879698791;0.3126385210755373;0.0012741322360541804;0.04031174508639443;0.003095559692811994;0.011478591001283607;0.006506581844821737;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.276890516862185e-16;6.642646396280601e-17;1.4981883535134016e-16;7.147733956329406e-17;8.325442987489063e-16;1.604184401704613e-16;5.348392234584904e-16;3.210749275967352e-16;3.5399757114404186e-16;2.7182861516822937e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.37326501244453836;0.8361469951401506;0.12069099348644859;0.6736226505819273;0.13224601825249183;1.0;0.6469048920692126;0.7810654243991135;0.17690324604499924;0.7498121371854769;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.0222309237783855;0.011034853190149591;0.00837305145560624;0.014138357233986633;0.019264364410719596;0.03669358738849967;0.03759144344672705;0.04931745182532078;0.011453914231334454;0.013676743652559033;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9777690762216145;0.9889651468098504;0.9916269485443938;0.9858616427660134;0.9807356355892805;0.9633064126115003;0.962408556553273;0.9506825481746792;0.9885460857686655;0.2501878628145231;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.022834110035180606;0.18624569770607358;0.050590063238986904;0.05340767075523484;0.0022112666422177416;0.0;0.00012151700171173299;0.0002012793315131628;0.0019333849963013585;0.15877249485360995;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2001 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006781937221196465;0.03315601660727244;0.0008404863863206656;0.0037494645758685417;0.0;0.0;0.0;0.0005037932785302465;0.0003561558730292056;0.04538785394221757;0.04538785394221757;-0.027264965096294246;0.14942185259145374;0.007855150139521927;0.8505781474085463;0.02726496509629425
"1.1.2. Formação Savânica";0.011050022340563171;0.47399095724877766;0.01234241647310515;0.07556818587097475;0.00032046913798909225;0.0;0.0;0.0009730315498589832;0.0025072370405431854;0.5767523196618121;0.5767523196618121;-0.0117932514599621;0.8218275698079726;0.010710241858750065;0.17817243019202744;0.01179325145996224
"2.2. Formação Campestre (Campo)";0.0;0.019523283136715502;0.005056027501735604;0.006063192913633501;9.63432201272674e-05;0.0;9.7071374809804e-05;0.00013244880979521148;0.0;0.030968366956816887;0.030968366956816887;0.007196967368822697;0.1632642595841705;0.01097584394797888;0.8367357404158295;0.007196967368822714
"3.1. Pastagem";0.00014016597593780622;0.015370451170388853;0.00821804347940087;0.2121468289148517;0.0005320588608735224;0.0;0.0004602337962027076;0.00023458592631847943;0.00153230032847628;0.23863466845245024;0.23863466845245024;0.07490512886364978;0.8890025505959689;0.019765492664195004;0.11099744940403111;0.0749051288636498
"3.2.1. Lavoura Temporária";0.0;0.0003648455047490071;6.070509367393977e-05;0.01490948583469651;0.00016872170387829515;0.0;0.0;0.0;0.0004529174922244484;0.0159566756292222;0.0159566756292222;-0.014839082706354041;0.010573737775887795;0.0014286702804781148;0.9894262622241122;0.014839082706354022
"3.3 Mosaico de Agricultura ou Pastagem";8.992447260001945e-05;0.02245191838657362;0.011647655391403371;0.0;0.0;0.04354380519579939;0.0005663597323660565;0.00025079430121844465;0.0;0.07855045747996092;0.07855045747996092;-0.03500665228416151;0.5543418408086027;0.019535105932666396;0.4456581591913973;0.035006652284161534
"4.1. Infraestrutura Urbana";6.083883562585517e-05;0.0;0.0;0.0;0.0;0.0;0.00211014418751961;0.0;0.0;0.002170983023145465;0.002170983023145465;0.001062826067752713;0.9719763650948741;0.05409519665047332;0.028023634905125938;0.001062826067752713
"5.1. Rio, Lago e Oceano";0.0;4.878852149287755e-05;0.0;0.0;0.0;0.0;0.0;0.008758384302175438;0.0;0.008807172823668316;0.008807172823668316;0.0020458653442284877;0.9944603651512587;0.06794772240199885;0.005539634848741315;0.002045865344228487
"3.2.2. Lavoura Perene";0.0;5.280762587988502e-05;0.0;0.0011026392060750013;0.0;0.0;0.0;0.0;0.0016160551987507512;0.0027715020307056376;0.0027715020307056376;0.003693163902318232;0.5830972450484893;0.037656882534260736;0.41690275495151075;0.003693163902318233
"total";0.018122888845923318;0.5649590682018498;0.0381653343256396;0.31353979731610004;0.0011175929228681772;0.04354380519579939;0.003233809090898178;0.010853038167896803;0.0064646659330238705;0.9999999999999998;0.9999999999999998;0;0.7541728614746851;0.013967842545483056;0.2458271385253149;0.088903951546772
"adj population";0.01812288884592331;0.5649590682018513;0.03816533432563959;0.31353979731609927;0.0011175929228681772;0.04354380519579943;0.0032338090908981777;0.010853038167896801;0.006464665933023869;0.9999999999999998;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.292669590001921e-16;6.653155484283579e-17;1.496190522346123e-16;7.158837553194781e-17;9.007230556194666e-16;1.560653238655875e-16;5.280966350271143e-16;3.267844597391338e-16;3.5461848039275887e-16;2.783293896253649e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.37421943481830944;0.8389828288930647;0.1324769608618088;0.6766185049898862;0.15096883706572675;1.0;0.6525259000164186;0.8069983876111911;0.24998278572994037;0.754172861474685;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.022271540780950932;0.01111589251044417;0.008718702000447887;0.01415834594381623;0.022580810435522243;0.03648358812955121;0.03855481458961067;0.05157415664813419;0.015325230991883416;0.013852964134719507;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.977728459219049;0.9888841074895558;0.9912812979995521;0.9858416540561837;0.9774191895644777;0.9635164118704488;0.9614451854103894;0.9484258433518659;0.9846747690081166;0.24582713852531501;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.022681903249453704;0.18193622190614434;0.05182467891016257;0.05297567907519707;0.001897742437979764;0.0;0.00012167767125171019;9.757704298575531e-05;0.0023108936639097727;0.15692318697854235;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2002 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.0068341966629074545;0.032960846574959644;0.0007874762675588663;0.004333713868932582;0.0;0.0;0.0;0.00032331818020011715;0.00032273167142324863;0.04556228322598191;0.04556228322598191;-0.027387575537228842;0.14999679952409087;0.007888451924651261;0.8500032004759092;0.027387575537228828
"1.1.2. Formação Savânica";0.011049593044359301;0.4712136448683344;0.011651781843178827;0.07285436949312317;0.00026973151743230083;0.0;0.0;0.0012717070919450154;0.002483239546250582;0.5707940674046236;0.5707940674046236;-0.0077778772443639205;0.8255405439144159;0.010835801284646654;0.1744594560855841;0.007777877244363962
"2.2. Formação Campestre (Campo)";0.0;0.01875240356848664;0.004785689600495938;0.005068217148588946;9.633947716843939e-05;0.0;9.706760356197969e-05;0.0;0.0;0.028799717398301946;0.028799717398301946;0.00949874107190686;0.16617140836173974;0.011590722786375752;0.8338285916382603;0.009498741071906892
"3.1. Pastagem";0.00014016053045366804;0.01598900594651098;0.007955956982133748;0.2130733712481453;0.0006434660957642312;0.0;0.0005054117732862125;0.00017374034057355943;0.0015640297163455428;0.24004514263321325;0.24004514263321325;0.07111568947427205;0.8876387537394139;0.019644831900146032;0.11236124626058608;0.07111568947427205
"3.2.1. Lavoura Temporária";0.0;0.0004077871730792508;8.841990434555292e-05;0.014349679494789122;0.00010801241373132693;0.0;0.0;0.0;0.0004065548168382797;0.01536045380278353;0.01536045380278353;-0.014242904298687244;0.007031850433465284;0.0013000052709027277;0.9929681495665347;0.014242904298687232
"3.3 Mosaico de Agricultura ou Pastagem";8.992097901118021e-05;0.02359090982855232;0.012980376329491849;0.0;0.0;0.047025803562614404;0.0003656540049546807;0.00021893532870932266;0.0;0.08427160003333377;0.08427160003333377;-0.03724579647071937;0.5580267082150246;0.01914750631421736;0.44197329178497535;0.037245796470719364
"4.1. Infraestrutura Urbana";6.0836472021477086e-05;0.0;0.0;0.0;0.0;0.0;0.0022655500747821807;0.0;0.0;0.0023263865468036576;0.0023263865468036576;0.0009072969097813958;0.9738493707741461;0.052627978240434595;0.026150629225853872;0.0009072969097813962
"5.1. Rio, Lago e Oceano";0.0;4.878662604629618e-05;4.875754300405512e-05;0.00018008022070194036;0.0;0.0;0.0;0.009501471840220788;0.0;0.00977909622997308;0.00977909622997308;0.0017100765516757227;0.9716104246012662;0.06127660997393859;0.02838957539873377;0.001710076551675722
"3.2.2. Lavoura Perene";0.0;5.280557429006674e-05;0.0;0.0013014006332042185;0.0;0.0;0.0;0.0;0.0017070465174897323;0.0030612527249840177;0.0030612527249840177;0.003422349543363368;0.5576300524154354;0.036395390365475615;0.4423699475845646;0.003422349543363368
"total";0.01817470768875308;0.5630161901602596;0.03829845847020884;0.3111608321074853;0.0011175495040962984;0.047025803562614404;0.003233683456585054;0.011489172781648802;0.006483602268347386;1.0;1.0;0;0.7565147867887219;0.014060521024556344;0.24348521321127814;0.08665415355099941
"adj population";0.018174707688753077;0.5630161901602614;0.038298458470208824;0.31116083210748474;0.0011175495040962984;0.04702580356261441;0.003233683456585054;0.011489172781648797;0.006483602268347385;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.287230154286879e-16;6.651604508317024e-17;1.4949531805256873e-16;7.174540066716191e-17;9.009091978289357e-16;1.5058571368094435e-16;5.282056928916566e-16;3.184072006289035e-16;3.546916145796023e-16;2.769279198841631e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.37602787235673746;0.8369451058489209;0.12495776048580587;0.684769255195148;0.09665112224148917;1.0;0.7006097242352614;0.8269935547837796;0.26328674197420254;0.7565147867887217;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.022386766823208042;0.011126068493088176;0.008526996225186335;0.01431447635598568;0.018873026643818718;0.035538661107567586;0.04081492989632079;0.04980458800242869;0.015900279587344926;0.01395131762942145;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9776132331767919;0.9888739315069118;0.9914730037748136;0.9856855236440143;0.9811269733561813;0.9644613388924325;0.9591850701036793;0.9501954119975713;0.984099720412655;0.24348521321127825;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.02268102205169125;0.18360509058385044;0.04802805559561202;0.05394354277013591;0.0020190741807299428;0.0;0.0001216729440429538;0.0005552487795045837;0.0027084124149885707;0.15683105966027786;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2003 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006927963285385244;0.03246094796399668;0.0007347549055808554;0.004054921002522708;0.0;0.0;0.0;0.0004918352019181005;0.0003201295855314659;0.04499055194493506;0.04499055194493506;-0.02680950713301171;0.15398707030455047;0.008025958831423336;0.8460129296954495;0.02680950713301171
"1.1.2. Formação Savânica";0.010962062108312732;0.47041647776041445;0.01170635945547808;0.0706382875179826;7.214029635302545e-05;0.0;0.0;0.00145205302065946;0.0022325889889076196;0.567479969148108;0.567479969148108;-0.006240757740828995;0.8289569735238352;0.010936787223430014;0.17104302647616476;0.006240757740829217
"2.2. Formação Campestre (Campo)";0.0;0.018835656969670784;0.00452649499751778;0.005556966663962615;9.637306863760804e-05;0.0;9.710144891290085e-05;6.045012856321503e-05;0.0;0.029173043277264905;0.029173043277264905;0.00924577677982209;0.15516019204775114;0.010900246441346951;0.8448398079522489;0.009245776779822103
"3.1. Pastagem";0.00014020940136594384;0.01624901158859595;0.007516251824710283;0.21809642316220024;0.0008772154613121804;0.0;0.00046037638322862307;0.00020976308678349862;0.001872306748919928;0.24542155765711662;0.24542155765711662;0.068032245251825;0.8886604145301166;0.019391388192697853;0.11133958546988343;0.06803224525182508
"3.2.1. Lavoura Temporária";0.0;0.00031684350807705973;0.0;0.013744492474755387;0.00019769263228028083;0.0;0.0;0.0;0.0002000731067769397;0.014459101721889668;0.014459101721889668;-0.013215680263306585;0.013672539005724908;0.0017582820437958713;0.986327460994275;0.013215680263306573
"3.3 Mosaico de Agricultura ou Pastagem";8.995233249038571e-05;0.022714736155296573;0.013886184330106821;0.0;0.0;0.04558115265078327;0.00041099311660277134;0.00023795722179120168;0.0;0.08292097580707102;0.08292097580707102;-0.03733982315628777;0.549693876695749;0.01917378513379592;0.450306123304251;0.03733982315628775
"4.1. Infraestrutura Urbana";6.085768436904532e-05;0.0;0.0;0.0;0.0;0.0;0.0022663400225556574;0.0;0.0;0.002327197706924703;0.002327197706924703;0.0009076132643752499;0.9738493707741461;0.05274152215668799;0.026150629225853872;0.0009076132643752498
"5.1. Rio, Lago e Oceano";0.0;4.8803636876049924e-05;4.877454369318795e-05;0.0;0.0;0.0;0.0;0.009394246490420794;0.0;0.009491824670990032;0.009491824670990032;0.0023544804791462374;0.9897197658035691;0.06309156084944792;0.01028023419643087;0.002354480479146239
"3.2.2. Lavoura Perene";0.0;0.0001967338243513275;0.0;0.001362712087518163;0.0;0.0;0.0;0.0;0.0021763321538291456;0.003735778065698636;0.003735778065698636;0.003065652518266464;0.5825646265799103;0.038939557138316344;0.41743537342008974;0.003065652518266463
"total";0.01818104481192335;0.5612392114072788;0.03841882005708701;0.3134538029089417;0.0012434214585830947;0.04558115265078327;0.0032348109712999526;0.011846305150136271;0.006801430583965099;1.0000000000000002;1.0000000000000002;0;0.7595831231553875;0.014126953729203192;0.24041687684461255;0.08360576829343519
"adj population";0.01818104481192335;0.5612392114072811;0.03841882005708701;0.313453802908941;0.0012434214585830947;0.045581152650783316;0.003234810971299952;0.01184630515013626;0.006801430583965099;1.0000000000000002;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.288983054186752e-16;6.654590334167298e-17;1.4930278450242803e-16;7.169202407419838e-17;8.348134686101091e-16;1.5165729065526098e-16;5.286105020467156e-16;3.138888174635673e-16;3.527297783913209e-16;2.698138874503948e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.3810541889672811;0.8381746467444235;0.11781972977805681;0.6957849007994237;0.15899084812767814;1.0;0.7006097242352614;0.7930106789721462;0.3199815284390342;0.7595831231553871;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.022526796115854474;0.01118985357435285;0.008135286448247656;0.014418824905245755;0.02223189315156887;0.03628891611739064;0.04086336926335306;0.04735636731455136;0.01954673640192338;0.014029792153775728;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9774732038841455;0.9888101464256471;0.9918647135517523;0.9855811750947543;0.9777681068484312;0.9637110838826094;0.9591366307366469;0.9526436326854486;0.9804532635980766;0.24041687684461288;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.02250616305307621;0.18164546729372877;0.04929309655949425;0.05465026898983277;0.0020914576526056276;0.0;0.00012171536873809095;0.00019515636113847518;0.003118891823738981;0.15681110855117658;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2004 "
" ";"1.1.1. Formação Florestal";"1.1.2. Formação Savânica";"2.2. Formação Campestre (Campo)";"3.1. Pastagem";"3.2.1. Lavoura Temporária";"3.3 Mosaico de Agricultura ou Pastagem";"4.1. Infraestrutura Urbana";"5.1. Rio, Lago e Oceano";"3.2.2. Lavoura Perene";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1.1.1. Formação Florestal";0.006845572268931779;0.033465924705345096;0.0006798453483156501;0.004376338390617592;0.0;0.0;0.0;0.00023239098584482018;0.0002594569562350144;0.04585952865528996;0.04585952865528996;-0.02759549381920646;0.1492726259876667;0.007796876367156274;0.8507273740123333;0.027595493819206462
"1.1.2. Formação Savânica";0.011108523839681373;0.4678812467702847;0.011527719603647239;0.07110544441091156;0.00016325840956969205;0.0;0.0;0.001425132726205926;0.0022526786805529627;0.5654640044408534;0.5654640044408534;-0.007667894431269362;0.8274288780466924;0.010946530967859308;0.1725711219533076;0.007667894431269473
"2.2. Formação Campestre (Campo)";0.0;0.01788605740393087;0.0046091757563177915;0.0062309924474224405;9.639211683107736e-05;0.0;9.712064107115824e-05;6.0462076566535825e-05;0.00016087674164540366;0.029141077183785277;0.029141077183785277;0.008648888104490927;0.15816765204830635;0.010890005338648173;0.8418323479516936;0.00864888810449094
"3.1. Pastagem";0.0001590989029227384;0.01580431599325409;0.006809899412306759;0.21917656081006323;0.0008470877968284098;0.0;0.00046046737689044593;0.00016345912431387253;0.0019009221074753667;0.2453218115240549;0.2453218115240549;0.07083109525273648;0.8934246793973797;0.0194282226265523;0.10657532060262032;0.07083109525273645
"3.2.1. Lavoura Temporária";0.0;0.0003169061323820307;0.0;0.013660927365865305;0.00019773170634485474;0.0;0.0;0.0;0.0002117068873705137;0.014387272091962704;0.014387272091962704;-0.013082802062388682;0.013743516149619165;0.0017649342185380341;0.9862564838503808;0.01308280206238867
"3.3 Mosaico de Agricultura ou Pastagem";8.997011162159441e-05;0.022196073012536822;0.013968871482127717;0.0;0.0;0.04413826381468101;0.00046390877676407723;0.00043204076876258155;0.0;0.08128912796649379;0.08128912796649379;-0.03715086415181282;0.5429786850816526;0.019129435821772345;0.4570213149183474;0.03715086415181278
"4.1. Infraestrutura Urbana";6.086971292600987e-05;0.0;0.0;0.0;0.0;0.0;0.002266787965988684;0.0;0.0;0.002327657678914694;0.002327657678914694;0.0009606270817996715;0.9738493707741461;0.0526857619518988;0.026150629225853872;0.0009606270817996716
"5.1. Rio, Lago e Oceano";0.0;4.881328294346651e-05;0.0001944536855610621;0.0;0.0;0.0;0.0;0.011910565503548645;0.0;0.012153832472053174;0.012153832472053174;0.002070218713189207;0.9799843408189225;0.05449592784541049;0.020015659181077505;0.0020702187131892077
"3.2.2. Lavoura Perene";0.0;0.00019677270890695262;0.0;0.0016026433519112507;0.0;0.0;0.0;0.0;0.0022562719257722074;0.004055687986590411;0.004055687986590411;0.0029862253124610587;0.5563228564998758;0.03698237098010471;0.4436771435001242;0.0029862253124610574
"total";0.018264034836083496;0.557796110009584;0.03778996528827622;0.31615290677679136;0.001304470029574034;0.04413826381468101;0.0032882847607143655;0.014224051185242382;0.007041913299051468;1.0;1.0;0;0.7592821765219333;0.014146309065334784;0.2407178234780667;0.08549705446467737
"adj population";0.018264034836083496;0.5577961100095864;0.03778996528827622;0.31615290677679064;0.001304470029574034;0.04413826381468101;0.003288284760714366;0.014224051185242375;0.00704191329905147;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";2.2783213594502106e-16;6.653465233206812e-17;1.509269917416268e-16;7.155219734552803e-17;7.813384434062653e-16;1.536992026485047e-16;5.214824751449429e-16;2.846679078885622e-16;3.443594602074448e-16;2.602393466659964e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.3748116081889675;0.8388033519313105;0.12196824530420304;0.6932612546396889;0.15158010675754865;1.0;0.6893526962963616;0.8373539541186406;0.3204060927697196;0.7592821765219329;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.022191667964282246;0.0112360072957456;0.008285516956833579;0.01428231747374793;0.021027804620996713;0.03664767709408423;0.040027768204448526;0.044646278902672136;0.01963515631063635;0.01405115384698208;NaN;NaN;NaN;NaN;NaN;NaN
