"Thu Jan 11 18:27:46 2018   Matrizes de confusão anuais para Pantanal  -  Coleção 4.0 (CLASSIFICAÇÃO + FILTRO + INTEGRAÇÃO)  "
" "
"Corpo da tabela contém distribuição de frequências cruzadas da amostra."
"Marginais:"
"Totais: A coluna 'total' contém a soma das amostras de cada classe mapeada ou a estatística de linha para todas as classes. A linha 'total' contém a soma das amostras em cada classe observada ou a respectiva estatística de coluna para todas as classes. "
"Número de píxeis na população - A coluna 'population' contém o número de píxeis totais de cada classe mapeada. A 'adj population' contém as estimativas no número de píxeis na população corrigida pela matriz de erros. A coluna 'bias' contém a estimativa do viés relativo da área mapeada. A linha 'adj pop stdErr' contém uma estimativa do erro padrão do número de píxeis corrigido. Usado para representar a incerteza d ou construir intervalos de confiança. A estimativa do erro padrão é confiável apenas quando n>30./nAcurácias - Acurácia do usuário (user's accuracy): estimativa da fração de píxeis (ou área) de cada classe do mapa que está corretamente mapeada. Acurácia do produtor (producer's accuracy): estimativa da fração de píxeis (ou área) de cada classe que foi corretamente mapeada. A coluna 'user stderr' contém a estimativa do erro padrão da acurácia do usuário"
"Erros - Erro de comissão e omissão: são os complementares da acurácia do usuário e produtor"
"Decomposição do erro - O erro é decomposto em 'discordância de área' (area dis) e 'discordância de alocação' (alloc dis). A soma deles é o erro total."
" "
" "
" ANO: 1985 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"2. Formação Natural não Florestal";0.04639069568156991;0.4043997093087798;0.05511662528121672;0.0;0.5059070302715664;0.5059070302715664;-0.059671387432611585;0.7993557810250262;0.02929711419426765;0.20064421897497375;0.05967138743261147
"3. Agropecuária";0.0020631311835459173;0.015064530511349976;0.1258263655350028;0.0;0.1429540272298987;0.1429540272298987;0.04558805011903625;0.8801876237641686;0.0564970012066485;0.11981237623583141;0.045588050119036244
"5. Corpo D'água";0.0;0.011170943847228486;0.0;0.02653504634837137;0.03770599019559986;0.03770599019559986;-0.011170943847228488;0.7037355659066581;0.06983735073893844;0.2962644340933419;0.011170943847228488
"total";0.3386872334637398;0.4462356428389549;0.18854207734893494;0.02653504634837137;0.9999999999999999;0.9999999999999999;0;0.8469945277907777;0.03936974406524693;0.15300547220922234;0.07084233127983998
"adj population";0.3386872334637395;0.44623564283895417;0.1885420773489349;0.026535046348371363;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0465680643854903e-15;9.77933614692267e-16;1.331682191612691e-15;3.057843425053059e-15;6.414027295743507e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8569363646524829;0.9062469925889052;0.667364904981586;1.0;0.8469945277907778;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04021080923628477;0.03504407529455131;0.040995034716803616;0.10450064675079199;0.03975902171380123;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9597891907637153;0.9649559247054487;0.9590049652831963;0.895499353249208;0.15300547220922223;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.04639909140862408;0.08367186706035024;0.034255323389791814;0.0;0.08216314092938307;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2016 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.28937314553780763;0.0162556078448056;0.005854113900767886;0.0;0.31148286728338115;0.31148286728338115;0.026719352549962917;0.9290178559790305;0.04437806122204548;0.07098214402096947;0.026719352549962883
"2. Formação Natural não Florestal";0.0458658760538448;0.3960336615120876;0.05213658535271859;0.0;0.49403612291865096;0.49403612291865096;-0.05043133942497553;0.8016289561427457;0.02979242492992564;0.19837104385725435;0.05043133942497546
"3. Agropecuária";0.002963198241691601;0.020171832430419125;0.13373200855100265;0.0;0.15686703922311337;0.15686703922311337;0.03485566858137576;0.8525182167860926;0.05409653221424281;0.14748178321390737;0.03485566858137576
"5. Corpo D'água";0.0;0.01114368170636316;0.0;0.026470288868492287;0.037613970574855445;0.037613970574855445;-0.011143681706363161;0.7037355659066581;0.0698347595225155;0.2962644340933419;0.011143681706363158
"total";0.33820221983334403;0.4436047834936755;0.19172270780448913;0.026470288868492287;1.0;1.0;0;0.84560910446939;0.03965426528911363;0.15439089553061003;0.06157502113133863
"adj population";0.3382022198333438;0.4436047834936747;0.19172270780448916;0.02647028886849228;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.041122483558818e-15;9.727687565960161e-16;1.316821292330772e-15;3.042347760683275e-15;6.373060293168881e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8556216623309039;0.8927623782436822;0.6975282692511156;1.0;0.8456091044693901;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.040228880180232233;0.03472171110590573;0.04261074004883847;0.10449796369918764;0.03994375146503264;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9597711198197678;0.9652782888940943;0.9573892599511615;0.8955020363008124;0.15439089553060992;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.04421944349114704;0.09514224396317583;0.04627006134422146;0.0;0.09281587439927216;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2017 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.2885027431490338;0.017992690211616324;0.007663541851076573;0.0;0.3141589752117267;0.3141589752117267;0.02166203902738122;0.9183336014977705;0.043890031485199855;0.08166639850222945;0.021662039027381175
"2. Formação Natural não Florestal";0.04435455574288794;0.3956195603861523;0.05252770596128953;0.0;0.4925018220903298;0.4925018220903298;-0.05015849217941293;0.8032854755887412;0.030120181520186074;0.1967145244112588;0.05015849217941293
"3. Agropecuária";0.002963715347186174;0.01670112359483111;0.13516949985893317;0.0;0.15483433880095046;0.15483433880095046;0.04052640887034882;0.8729943299767778;0.05507191063610048;0.12700567002322216;0.04052640887034881
"5. Corpo D'água";0.0;0.012029955718317123;0.0;0.026474908178676884;0.03850486389699401;0.03850486389699401;-0.012029955718317123;0.6875730881558505;0.06913308888582088;0.3124269118441495;0.012029955718317123
"total";0.3358210142391079;0.44234332991091685;0.19536074767129927;0.026474908178676884;1.0;1.0;0;0.8457667115727961;0.0398116746419569;0.15423328842720385;0.062188447897730016
"adj population";0.3358210142391076;0.4423433299109162;0.19536074767129927;0.02647490817867688;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0437027360504001e-15;9.733882804465926e-16;1.3094719423561723e-15;3.0433403814465135e-15;6.369903340299678e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8590967536761023;0.894372162152475;0.6918969213117478;1.0;0.8457667115727961;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.04045110755217402;0.035020403224406485;0.042023759166354556;0.10479950774782963;0.04005972409786526;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9595488924478259;0.9649795967755935;0.9579762408336454;0.8952004922521704;0.15423328842720385;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.051312464125385815;0.09344753904952907;0.039329677884034575;0.0;0.09204484052947473;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: 2018 "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.28723756646733906;0.018160141566513785;0.009268723441411589;0.0;0.31466643147526446;0.31466643147526446;0.02127855596175751;0.9128319316447913;0.04362307409464721;0.08716806835520874;0.021278555961757428
"2. Formação Natural não Florestal";0.045689480415845835;0.39663336411996025;0.05131833435072254;0.0;0.4936411788865286;0.4936411788865286;-0.05302215771747362;0.8034851651043737;0.030160365102847593;0.19651483489562627;0.05302215771747354
"3. Agropecuária";0.0030179405538370437;0.015117969169336158;0.13637898297184156;0.0;0.15451489269501475;0.15451489269501475;0.04245114806896094;0.882626784985896;0.0551991610626736;0.11737321501410403;0.04245114806896094
"5. Corpo D'água";0.0;0.010707546313244828;0.0;0.026469950629948346;0.037177496943193174;0.037177496943193174;-0.010707546313244828;0.7119885093500016;0.07108601090015597;0.2880114906499984;0.010707546313244828
"total";0.3359449874370219;0.44061902116905505;0.1969660407639757;0.026469950629948346;1.0;1.0;0;0.8467198641890891;0.03978700764175968;0.15328013581091093;0.06372970403071837
"adj population";0.3359449874370216;0.4406190211690542;0.19696604076397567;0.026469950629948343;1.0;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";1.0432042609959524e-15;9.729785372038766e-16;1.30499840598064e-15;3.0418868744181752e-15;6.3630680785986444e-15;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8550136992926144;0.9001730407997559;0.692398458347774;1.0;0.8467198641890892;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.040299748102235425;0.035338311774493675;0.04177743083715958;0.10478985599206168;0.040111748173680344;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9597002518977645;0.9646616882255064;0.9582225691628404;0.8952101440079383;0.15328013581091082;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.054857730015850814;0.08797131409818959;0.03627181944634639;0.0;0.0895504317801934;NaN;NaN;NaN;NaN;NaN;NaN
" "
" "
" ANO: Todos "
" ";"1. Floresta";"2. Formação Natural não Florestal";"3. Agropecuária";"5. Corpo D'água";"total";"population";"population bias";"user's accuracy";"user stderr";"error of comission";"area dis"
"1. Floresta";0.30686830827212375;0.02073194404017006;0.011441742420794185;2.9317184203075628e-05;0.33907131191729106;0.33907131191729106;0.020473733207313216;0.9050258676764074;0.007169571948043945;0.09497413232359264;0.02047373320731183
"2. Formação Natural não Florestal";0.04753505863487419;0.43532706386456815;0.03655095619631618;0.00021538399451885738;0.5196284626902773;0.5196284626902773;-0.03631874510661224;0.8377660099886236;0.005066311372858418;0.1622339900113764;0.03631874510661054
"3. Agropecuária";0.0045729211623102214;0.014680689927626929;0.08368055145358201;0.0;0.10293416254351917;0.10293416254351917;0.028739087527173388;0.8129521762826134;0.00945593360097432;0.1870478237173866;0.02873908752717319
"5. Corpo D'água";0.0005687570552947233;0.012570019751301644;0.0;0.025227286042376455;0.03836606284897282;0.03836606284897282;-0.01289407562787437;0.6575416962038351;0.011171702150112497;0.34245830379616493;0.012894075627874434
"total";0.3595450451246029;0.48330971758366675;0.13167325007069236;0.025471987221098388;0.9999999999999999;0.9999999999999999;0;0.8511032096326389;0.006465548589601992;0.14889679036736114;0.049212820734485
"adj population";0.35954504512460744;0.48330971758360025;0.13167325007069378;0.0254719872210985;0.9999999999999999;NaN;NaN;NaN;NaN;NaN;NaN
"adj pop stdErr";5.189356533482037e-18;4.926233609973034e-18;7.70034806483712e-18;1.5421389371648487e-17;3.3237327579940674e-17;NaN;NaN;NaN;NaN;NaN;NaN
"producer's accuracy";0.8534905776987574;0.90072069322546;0.6355167158755184;0.9903933220208574;0.8511032096326435;NaN;NaN;NaN;NaN;NaN;NaN
"prod stdErr";0.006662363560590716;0.005618904804684405;0.007210145825874126;0.017610841044312847;0.006509057553720641;NaN;NaN;NaN;NaN;NaN;NaN
"error of omission";0.9933376364394093;0.9943810951953156;0.9927898541741259;0.9823891589556871;0.14889679036735648;NaN;NaN;NaN;NaN;NaN;NaN
"alloc dis";0.06440600729033463;0.0959653074381972;0.03850722217987432;0.0004894023574438661;0.099683969632925;NaN;NaN;NaN;NaN;NaN;NaN
